DATE,STOCKHOLM_cloud_cover,STOCKHOLM_pressure,STOCKHOLM_precipitation,STOCKHOLM_sunshine,STOCKHOLM_temp_mean,STOCKHOLM_temp_min,STOCKHOLM_temp_max,STOCKHOLM_picnic_weather
20040712,8,0.9924,0.08,0.8,15.0,13.0,18.0,False
20040713,8,0.9991,0.84,1.1,15.3,13.8,19.0,False
20040714,7,1.0015,0.34,4.3,14.7,13.2,18.4,False
20040715,2,1.0051,0.0,15.1,15.8,11.4,21.0,True
20040716,6,1.0066,0.02,9.2,16.8,12.8,20.9,False
20040717,2,1.0158,0.0,15.6,18.2,13.0,23.6,True
20040718,6,1.0177,0.08,8.9,17.3,14.0,21.3,False
20040719,7,1.0132,0.18,2.6,17.8,15.7,22.0,False
20040720,1,1.0163,0.0,15.8,18.1,13.0,23.0,True
20040721,8,1.0221,0.0,0.7,17.3,15.4,21.0,True
20040722,4,1.0225,0.0,12.2,19.5,15.8,23.3,True
20040723,7,1.0204,0.0,3.8,18.4,17.1,21.2,True
20040724,6,1.0149,0.0,4.0,19.2,16.0,22.8,True
20040725,7,1.0105,0.27,8.4,17.2,14.0,22.0,False
20040726,8,1.0097,0.94,0.0,15.1,14.2,18.4,False
20040727,6,1.0143,0.1,5.7,17.3,14.4,21.6,False
20040728,2,1.0177,0.0,13.9,19.4,14.0,24.0,True
20040729,0,1.0192,0.0,16.1,20.3,16.0,25.0,True
20040730,8,1.0208,0.0,0.7,17.6,15.1,21.5,True
20040731,4,1.0199,0.0,6.6,19.8,16.8,24.0,True
20040801,7,1.0176,0.47,2.0,19.0,17.0,22.0,False
20040802,7,1.0174,0.34,4.2,19.2,17.1,22.1,False
20040803,8,1.0149,0.02,0.0,18.3,16.5,20.0,False
20040804,3,1.0184,0.0,9.5,21.6,17.4,26.5,True
20040805,1,1.0208,0.0,14.7,22.9,17.7,28.2,True
20040806,1,1.0226,0.0,14.4,23.1,18.0,29.1,True
20040807,4,1.023,0.0,12.4,24.2,18.8,30.1,True
20040808,1,1.0213,0.0,10.5,24.6,19.2,30.6,True
20040809,1,1.0218,0.0,14.6,23.7,18.8,28.8,True
20040810,4,1.0225,0.0,7.5,21.6,16.8,27.1,True
20040811,3,1.0146,0.0,13.5,23.8,18.5,30.3,True
20040812,6,1.0122,0.55,4.0,19.8,17.4,24.1,False
20040813,5,1.0065,0.13,7.0,15.9,15.0,18.7,False
20040814,5,1.009,0.28,6.9,15.3,9.8,20.5,False
20040815,5,1.0048,0.0,7.1,17.7,14.5,22.0,True
20040816,6,1.0052,0.0,3.3,16.8,14.3,20.2,True
20040817,7,1.0017,0.44,3.7,18.8,15.9,22.3,False
20040818,7,1.0083,0.0,2.9,17.5,16.3,20.5,True
20040819,6,1.0047,0.08,0.9,17.9,15.2,19.6,False
20040820,4,1.0004,0.0,9.4,19.6,16.7,23.1,True
20040821,3,1.0002,0.0,9.6,19.2,16.6,22.8,True
20040822,4,1.0068,0.14,8.6,15.1,12.0,19.7,False
20040823,3,1.0171,0.0,11.8,13.5,10.2,17.2,False
20040824,2,1.0187,0.0,12.3,14.4,10.0,19.9,True
20040825,8,1.0095,1.3,1.0,15.2,13.2,18.5,False
20040826,8,1.0021,0.62,0.0,14.3,13.1,15.9,False
20040827,7,1.0039,0.08,1.0,15.0,13.0,17.5,False
20040828,4,1.0022,0.05,5.9,16.7,14.2,20.4,False
20040829,1,1.0105,0.0,11.3,15.7,12.4,19.6,True
20040830,4,1.0102,0.35,11.3,16.9,13.4,21.5,False
20040831,4,1.0076,0.0,8.2,17.0,15.5,19.8,True
20040901,6,1.0101,0.4,4.5,16.2,13.5,19.5,False
20040902,6,1.0158,0.0,3.8,16.3,13.6,19.0,True
20040903,6,1.0241,0.0,7.5,16.8,13.5,20.4,True
20040904,8,1.0284,0.0,1.7,16.2,13.2,19.5,True
20040905,1,1.027,0.0,12.2,18.7,13.3,23.8,True
20040906,5,1.0243,0.0,2.3,16.6,15.7,20.5,True
20040907,4,1.0253,0.0,5.1,13.9,10.3,17.8,False
20040908,3,1.0294,0.0,10.3,11.5,9.7,15.5,False
20040909,4,1.0278,0.0,7.6,13.9,8.4,18.8,True
20040910,3,1.0163,0.0,8.9,15.6,10.6,20.5,True
20040911,4,1.0078,0.0,10.4,16.7,12.0,21.9,True
20040912,6,0.9959,0.1,3.9,17.0,14.4,21.4,False
20040913,4,0.9985,0.24,6.4,15.9,13.0,19.3,False
20040914,5,1.0004,0.12,6.7,13.6,12.3,16.6,False
20040915,7,0.9962,0.73,3.2,13.9,11.1,17.2,False
20040916,5,1.011,0.02,6.0,8.9,6.0,12.7,False
20040917,7,1.0185,0.08,1.8,12.5,8.0,16.7,False
20040918,8,1.0133,0.26,0.0,12.8,11.6,14.5,False
20040919,5,1.0062,0.23,2.0,13.2,12.3,14.6,False
20040920,6,1.004,0.5,5.3,11.9,9.4,14.6,False
20040921,6,0.9863,0.32,2.8,12.4,11.1,15.0,False
20040922,8,0.9851,0.65,0.5,10.9,9.3,13.2,False
20040923,7,0.9868,0.0,1.4,11.0,8.7,13.8,False
20040924,5,0.9918,0.0,5.4,11.2,9.0,14.1,False
20040925,6,1.0021,0.05,4.2,12.4,10.4,15.0,False
20040926,7,1.0072,0.17,2.6,11.5,9.9,13.9,False
20040927,5,0.9957,0.01,1.8,12.8,10.1,15.9,False
20040928,4,0.9994,0.0,5.5,11.3,9.7,13.2,False
20040929,5,1.0108,0.03,1.9,10.3,8.0,13.2,False
20040930,2,1.0222,0.0,7.5,10.0,6.0,14.6,False
20041001,5,1.0263,0.0,5.7,9.0,5.0,12.6,False
20041002,6,1.0237,0.0,3.3,9.4,5.5,13.8,False
20041003,7,1.0198,0.1,2.2,10.5,8.0,13.5,False
20041004,7,1.0185,0.25,0.1,10.6,8.0,12.8,False
20041005,4,1.009,0.01,3.0,10.6,9.9,12.6,False
20041006,7,1.006,0.05,1.6,10.3,6.6,12.5,False
20041007,6,1.0067,0.07,4.5,10.6,8.8,13.5,False
20041008,8,1.0068,0.01,0.0,8.9,7.9,11.0,False
20041009,4,1.0162,0.0,8.4,6.2,4.6,8.5,False
20041010,5,1.0238,0.07,4.1,3.8,2.9,6.7,False
20041011,5,1.034,0.0,3.2,3.1,0.3,5.9,False
20041012,1,1.0357,0.0,9.8,4.5,1.5,8.0,False
20041013,3,1.0307,0.0,7.4,6.5,3.1,10.6,False
20041014,6,1.0216,0.0,1.8,7.7,5.5,10.3,False
20041015,8,1.0142,0.0,0.0,8.2,6.2,9.3,False
20041016,8,1.0089,0.08,0.0,8.8,8.2,9.1,False
20041017,8,1.0012,0.52,0.0,8.8,8.5,9.2,False
20041018,7,0.9981,0.99,1.5,8.8,7.8,10.5,False
20041019,8,1.0064,0.06,0.0,7.5,6.9,8.4,False
20041020,8,1.0171,0.08,0.0,5.8,5.4,6.9,False
20041021,8,1.0064,0.35,0.0,8.2,5.2,9.5,False
20041022,5,1.0026,0.61,3.0,8.3,7.0,9.1,False
20041023,7,0.9952,0.03,0.0,9.4,8.5,10.2,False
20041024,8,1.0006,0.18,0.0,7.9,6.4,9.5,False
20041025,8,1.0022,0.19,0.0,8.4,5.9,10.5,False
20041026,7,0.9983,0.73,0.5,10.3,9.6,11.2,False
20041027,3,1.009,0.0,4.7,6.5,5.3,10.7,False
20041028,5,1.0148,0.0,4.9,4.7,1.7,8.0,False
20041029,6,1.0122,0.0,2.4,6.9,5.2,9.3,False
20041030,8,1.0137,0.07,0.0,6.5,5.8,7.8,False
20041031,8,1.0111,0.0,-1.7,5.1,3.6,6.4,False
20041101,1,1.0181,0.0,7.1,5.2,3.2,8.0,False
20041102,0,1.0283,0.0,8.2,4.2,1.4,7.1,False
20041103,1,1.026,0.03,6.9,6.1,4.1,7.2,False
20041104,8,1.0149,0.0,0.1,7.5,6.2,8.9,False
20041105,4,1.0025,0.01,4.0,7.2,6.2,8.8,False
20041106,6,1.005,0.15,0.0,4.7,3.6,6.5,False
20041107,5,1.0188,0.0,0.0,4.3,3.0,5.7,False
20041108,6,1.0204,0.0,3.2,5.5,3.5,6.9,False
20041109,1,1.0232,0.0,7.1,3.9,2.1,6.5,False
20041110,7,1.0191,0.01,0.0,7.1,4.1,7.8,False
20041111,4,1.0182,0.01,5.1,5.1,3.5,7.7,False
20041112,8,0.9936,0.66,0.0,7.7,5.0,10.8,False
20041113,3,1.0041,0.0,6.4,3.5,1.2,7.1,False
20041114,6,1.0145,0.0,6.0,2.9,1.0,5.5,False
20041115,6,0.9954,0.18,0.0,8.6,3.8,11.3,False
20041116,1,1.0045,0.0,6.7,3.0,2.3,7.0,False
20041117,4,1.0054,0.74,4.6,-1.0,-2.0,2.3,False
20041118,7,0.981,0.72,0.0,0.3,-2.3,1.5,False
20041119,5,0.9985,0.11,5.5,-4.0,-5.4,0.5,False
20041120,2,1.0028,0.02,4.3,-5.5,-6.3,-4.8,False
20041121,5,1.0123,0.0,1.0,-6.3,-7.4,-4.2,False
20041122,8,1.0047,0.7,0.0,-2.6,-7.2,1.0,False
20041123,5,1.0114,0.12,1.5,-1.0,-2.0,0.5,False
20041124,7,1.027,0.86,0.5,-4.2,-5.6,-1.9,False
20041125,6,1.0155,0.0,3.4,1.4,-4.0,3.0,False
20041126,7,1.0172,0.0,1.9,-2.7,-5.0,1.0,False
20041127,8,1.0149,0.16,0.0,-2.5,-6.1,-1.0,False
20041128,8,1.0134,0.24,0.0,0.0,-1.8,1.0,False
20041129,7,1.0134,0.02,0.0,-2.1,-4.3,1.0,False
20041130,8,1.0108,0.0,0.0,1.0,-5.2,3.4,False
20041201,7,1.0087,0.16,0.0,3.3,2.8,4.1,False
20041202,8,1.0035,0.44,0.0,1.8,1.3,2.8,False
20041203,8,1.0124,0.12,0.0,1.2,0.9,1.7,False
20041204,8,1.0128,0.01,0.0,2.4,0.0,3.7,False
20041205,8,0.999,0.18,0.0,6.3,1.3,8.0,False
20041206,3,1.0114,0.03,4.7,2.6,1.3,5.9,False
20041207,1,1.0045,0.0,4.8,6.5,1.7,8.0,False
20041208,1,1.0154,0.0,4.6,4.9,4.0,6.5,False
20041209,4,1.0232,0.0,0.3,1.5,0.5,4.0,False
20041210,8,1.0196,0.0,0.0,5.4,2.4,6.8,False
20041211,7,1.0155,0.0,2.9,1.9,-0.4,4.2,False
20041212,4,1.0219,0.0,3.9,1.9,1.4,3.3,False
20041213,5,1.0261,0.0,0.6,0.5,-0.1,1.7,False
20041214,8,1.0201,0.17,0.0,2.5,-2.4,5.3,False
20041215,8,1.0015,0.26,0.0,4.5,2.5,6.4,False
20041216,6,1.0012,0.14,0.9,3.8,2.0,7.0,False
20041217,6,0.9817,0.08,0.2,4.7,4.1,5.8,False
20041218,7,0.9847,0.55,0.0,3.0,2.2,5.3,False
20041219,6,0.9914,0.0,1.1,-1.4,-2.4,3.3,False
20041220,0,1.008,0.0,4.9,-3.4,-4.1,-1.7,False
20041221,4,1.0181,0.0,3.5,-3.4,-5.9,-1.1,False
20041222,8,0.9934,0.73,0.0,0.9,-1.5,1.9,False
20041223,8,0.9797,0.14,0.0,1.6,-0.6,3.9,False
20041224,5,0.9857,0.02,4.0,-1.0,-2.8,4.5,False
20041225,8,0.9872,0.87,0.0,-0.3,-3.3,2.4,False
20041226,6,1.0056,0.0,1.5,-1.1,-2.2,0.8,False
20041227,8,1.0139,0.0,0.0,-3.4,-4.4,-2.2,False
20041228,8,1.0058,0.0,1.3,-1.9,-3.8,-0.5,False
20041229,5,1.0163,0.01,1.7,-0.8,-3.4,1.1,False
20041230,8,1.0038,0.06,0.0,3.6,0.4,5.4,False
20041231,0,1.0122,0.0,5.1,1.6,0.2,5.4,False
20050101,5,1.0101,0.0,0.0,0.0,-1.5,1.8,False
20050102,7,0.9842,0.4,0.9,3.6,1.8,4.2,False
20050103,6,0.9937,0.0,0.2,1.9,0.5,4.0,False
20050104,4,0.9986,0.41,2.9,-0.2,-1.4,2.0,False
20050105,2,1.0013,0.04,5.1,2.7,1.2,5.5,False
20050106,7,1.0004,0.26,0.7,3.4,2.0,5.5,False
20050107,6,0.9903,0.0,0.0,7.7,2.6,9.8,False
20050108,6,0.9824,1.07,0.0,6.8,5.1,9.3,False
20050109,5,0.9888,0.03,1.6,4.4,3.4,5.5,False
20050110,8,0.9958,0.52,0.0,6.2,2.0,9.5,False
20050111,4,1.0055,0.01,1.6,6.4,5.4,9.8,False
20050112,7,1.0012,0.0,1.5,5.9,5.4,7.0,False
20050113,5,0.9934,0.12,0.6,5.3,4.1,6.8,False
20050114,3,1.0154,0.0,5.5,1.9,1.1,4.2,False
20050115,5,1.0275,0.16,3.7,-1.6,-3.0,1.5,False
20050116,8,1.0153,0.0,0.0,2.4,-1.8,4.0,False
20050117,6,1.007,0.0,1.9,3.2,2.9,4.0,False
20050118,8,0.9923,0.3,0.0,3.8,2.6,4.3,False
20050119,7,0.9976,0.12,0.0,1.5,1.1,3.6,False
20050120,7,0.9787,0.56,0.0,1.4,-0.5,2.1,False
20050121,8,0.9804,0.03,0.0,0.3,-0.5,1.5,False
20050122,4,0.9974,0.0,3.6,-2.1,-3.0,-0.1,False
20050123,6,1.0037,0.0,0.0,-1.7,-3.3,-1.0,False
20050124,8,1.0181,0.13,0.0,-2.1,-2.7,-1.3,False
20050125,8,1.0289,0.02,0.0,-2.1,-3.2,-1.6,False
20050126,8,1.0257,0.05,0.1,-3.6,-4.8,-1.7,False
20050127,4,1.0169,0.07,0.4,-3.1,-3.9,-1.5,False
20050128,6,1.0169,0.04,2.3,-5.2,-6.3,-3.1,False
20050129,7,1.0184,0.07,4.3,-5.9,-7.5,-4.7,False
20050130,8,1.0086,0.01,0.0,-0.8,-5.4,1.2,False
20050131,2,0.996,0.0,4.8,1.4,0.0,2.2,False
20050201,6,1.0062,0.0,0.1,1.6,-0.5,3.4,False
20050202,5,1.0149,0.0,6.4,1.1,-0.1,3.1,False
20050203,7,1.0277,0.03,1.1,-0.1,-1.2,1.1,False
20050204,8,1.0271,0.0,0.0,1.5,0.1,2.5,False
20050205,8,1.0258,0.0,0.0,3.7,2.2,4.9,False
20050206,6,1.0348,0.0,3.2,1.0,-0.8,4.2,False
20050207,2,1.0367,0.0,5.5,-0.4,-1.6,1.3,False
20050208,2,1.0354,0.0,5.5,-0.1,-1.7,2.0,False
20050209,4,1.0283,0.0,2.9,0.0,-1.2,1.2,False
20050210,8,1.0021,0.71,0.0,2.0,0.0,3.5,False
20050211,3,1.0035,0.0,7.3,1.0,0.1,3.1,False
20050212,8,0.9994,0.22,0.0,0.0,-1.5,1.5,False
20050213,8,0.985,0.93,0.0,-0.9,-1.5,1.0,False
20050214,8,1.0015,0.24,0.0,-1.9,-3.0,-0.6,False
20050215,8,1.0218,0.07,0.0,-3.8,-4.9,-2.9,False
20050216,8,1.0286,0.0,0.3,-4.6,-5.1,-3.0,False
20050217,8,1.0219,0.0,1.3,-4.6,-5.5,-3.9,False
20050218,8,1.006,0.06,0.0,-0.6,-3.9,3.1,False
20050219,8,1.0002,0.0,0.0,1.3,0.7,2.1,False
20050220,6,1.0097,0.02,0.6,1.3,0.3,2.8,False
20050221,8,1.0235,0.18,0.0,-1.2,-2.8,1.5,False
20050222,8,1.0297,0.19,2.2,-6.5,-9.0,-2.5,False
20050223,8,1.0338,0.15,0.0,-5.3,-9.0,-3.8,False
20050224,6,1.0308,0.0,0.0,-4.1,-5.5,-2.3,False
20050225,6,1.0208,0.0,3.9,-6.2,-9.3,-3.5,False
20050226,7,1.0198,0.49,3.7,-5.2,-6.2,-3.4,False
20050227,7,1.0209,0.51,2.0,-6.7,-8.1,-4.7,False
20050228,1,1.0134,0.04,7.0,-8.9,-12.4,-4.7,False
20050301,1,1.0104,0.0,6.9,-10.5,-14.6,-7.3,False
20050302,3,1.0122,0.0,9.9,-9.5,-14.1,-6.2,False
20050303,1,1.0149,0.0,10.3,-6.7,-10.6,-3.5,False
20050304,3,1.0127,0.0,3.4,-5.0,-9.5,-0.7,False
20050305,5,1.018,0.0,5.4,-3.0,-4.2,-1.0,False
20050306,2,1.0164,0.0,10.3,-5.1,-10.0,-1.5,False
20050307,8,1.0069,0.0,2.0,0.4,-4.0,4.0,False
20050308,4,1.0124,0.0,5.5,-1.3,-3.5,3.7,False
20050309,4,1.0237,0.0,6.6,-4.8,-6.4,-2.8,False
20050310,7,1.0139,0.01,0.7,-0.3,-5.6,3.7,False
20050311,8,0.9892,0.28,0.0,0.2,-1.7,2.6,False
20050312,5,0.9933,0.01,2.7,-6.3,-7.7,-0.9,False
20050313,5,1.0028,0.03,5.7,-7.3,-10.4,-4.4,False
20050314,7,1.005,0.19,0.0,-5.6,-7.2,-3.3,False
20050315,2,1.0152,0.0,10.5,-6.3,-10.0,-3.4,False
20050316,8,1.0105,0.82,0.0,-1.1,-5.0,0.0,False
20050317,8,0.9983,0.01,0.0,1.0,-1.6,2.6,False
20050318,5,1.0162,0.0,4.7,-4.5,-5.9,-0.2,False
20050319,0,1.0292,0.0,11.3,-5.4,-9.0,-1.8,False
20050320,2,1.0261,0.0,10.8,-4.4,-8.9,0.0,False
20050321,4,1.0209,0.05,9.1,-1.4,-7.3,3.8,False
20050322,7,1.0169,0.0,2.2,3.2,0.1,6.1,False
20050323,4,1.0156,0.0,6.0,5.0,0.6,9.8,False
20050324,4,1.0144,0.0,10.3,6.3,1.7,11.0,False
20050325,3,1.017,0.0,9.5,7.4,2.9,12.9,False
20050326,2,1.0204,0.0,11.4,5.4,2.0,10.0,False
20050327,3,1.0216,0.0,-1.7,3.0,-1.0,7.2,False
20050328,7,1.0209,0.0,0.4,3.7,0.3,6.5,False
20050329,7,1.0294,0.0,0.0,2.9,1.2,5.6,False
20050330,1,1.0303,0.0,12.4,2.7,-2.4,7.3,False
20050331,1,1.0313,0.0,12.8,4.6,-1.2,9.9,False
20050401,1,1.0297,0.0,12.9,8.0,2.2,12.9,False
20050402,4,1.0256,0.0,9.9,8.2,3.2,13.4,False
20050403,2,1.0251,0.0,12.5,9.1,3.6,13.8,False
20050404,2,1.0196,0.0,12.6,10.2,4.1,16.5,False
20050405,5,1.0082,0.0,6.6,8.4,5.8,12.1,False
20050406,3,1.0114,0.32,11.2,7.0,4.0,10.5,False
20050407,8,0.9975,0.06,0.5,5.3,4.3,7.7,False
20050408,7,0.9965,0.0,4.5,5.7,3.4,9.1,False
20050409,6,1.0068,0.0,8.7,5.0,1.5,9.2,False
20050410,3,1.0135,0.0,12.2,5.7,1.1,9.8,False
20050411,4,1.0078,0.0,8.3,9.9,4.6,14.8,False
20050412,7,1.0094,0.0,2.5,10.1,6.4,14.4,False
20050413,6,1.0086,0.0,7.7,7.9,5.0,12.0,False
20050414,7,1.0111,0.64,2.3,6.3,3.8,11.8,False
20050415,8,1.0139,0.01,0.0,7.4,5.6,9.3,False
20050416,4,1.0174,0.0,9.4,7.4,2.9,11.5,False
20050417,1,1.0142,0.0,13.1,7.2,2.5,12.9,False
20050418,1,1.0129,0.0,13.4,4.7,1.0,9.6,False
20050419,3,1.0155,0.0,11.2,2.6,-0.8,6.1,False
20050420,3,1.0183,0.0,11.2,1.3,-3.0,5.6,False
20050421,5,1.0116,0.04,5.8,3.5,-0.8,6.7,False
20050422,4,1.0182,0.0,3.6,2.6,-1.4,6.7,False
20050423,1,1.0204,0.0,13.1,4.5,-0.5,9.3,False
20050424,1,1.0199,0.0,14.3,5.3,0.5,10.3,False
20050425,3,1.0218,0.0,11.8,7.1,1.5,13.2,False
20050426,3,1.0238,0.0,14.3,7.4,1.5,12.9,False
20050427,2,1.022,0.0,14.0,8.4,2.7,13.3,False
20050428,4,1.022,0.0,6.7,9.2,2.5,14.7,False
20050429,6,1.0237,0.0,5.8,11.0,6.7,16.7,False
20050430,7,1.0182,0.0,1.8,9.7,6.0,14.9,False
20050501,6,1.0156,0.0,1.9,9.4,4.8,14.3,False
20050502,8,1.0188,2.1,3.2,9.1,4.9,11.9,False
20050503,8,1.0093,0.1,0.0,7.7,6.1,9.2,False
20050504,8,1.0085,0.07,0.2,8.2,6.7,10.7,False
20050505,4,1.0042,0.0,10.4,8.8,4.5,14.0,False
20050506,7,0.9983,0.06,4.0,10.5,7.5,14.2,False
20050507,6,0.9958,0.34,8.7,9.0,6.8,12.7,False
20050508,2,1.0009,0.48,6.2,9.1,6.2,11.8,False
20050509,7,1.0062,0.01,6.8,7.9,4.6,12.0,False
20050510,6,1.011,0.0,8.8,8.3,3.0,12.8,False
20050511,7,1.0135,0.0,4.5,10.2,7.0,15.3,False
20050512,5,1.0195,0.0,10.2,12.8,7.6,16.6,False
20050513,1,1.0225,0.0,16.0,11.5,7.5,15.7,False
20050514,3,1.0182,0.0,15.0,11.3,5.6,16.4,False
20050515,4,1.0111,0.01,15.2,13.4,8.6,19.4,False
20050516,8,1.001,0.14,0.5,9.7,7.0,13.6,False
20050517,4,1.0095,0.0,10.2,8.8,4.5,14.1,False
20050518,4,1.0131,0.12,8.1,8.8,5.1,12.6,False
20050519,4,1.0182,0.0,8.7,9.1,3.7,13.7,False
20050520,5,1.0247,0.0,11.6,11.6,6.3,17.7,False
20050521,7,1.017,0.06,5.0,12.5,8.5,17.9,False
20050522,7,1.014,0.0,4.9,14.2,9.2,20.2,True
20050523,8,1.0157,0.08,2.5,14.3,10.5,19.5,False
20050524,7,1.0152,0.01,5.7,14.3,11.4,17.4,False
20050525,4,1.0193,0.0,6.6,13.4,9.2,17.6,False
20050526,7,1.0162,0.01,4.2,15.5,11.7,19.4,False
20050527,5,1.0094,0.0,11.0,17.2,15.5,19.2,True
20050528,6,1.017,1.26,8.6,10.8,7.4,17.7,False
20050529,6,1.0093,0.0,4.5,12.7,6.7,18.2,True
20050530,8,1.0124,0.48,0.2,11.9,9.8,15.9,False
20050531,8,1.0122,0.23,1.3,7.9,5.8,11.5,False
20050601,6,1.0118,0.0,7.7,10.5,5.6,14.3,False
20050602,6,1.0139,0.22,10.0,11.2,7.5,15.9,False
20050603,8,1.0107,0.07,0.0,11.1,9.8,13.0,False
20050604,6,0.9998,0.89,1.6,12.3,9.5,16.2,False
20050605,8,0.9973,0.51,0.3,12.5,11.0,15.9,False
20050606,8,1.0085,0.07,1.1,11.0,8.5,16.4,False
20050607,4,1.0223,0.0,9.5,11.2,8.0,14.6,False
20050608,1,1.0295,0.0,13.3,12.1,7.2,17.4,False
20050609,6,1.0227,0.0,13.2,15.6,8.5,22.3,True
20050610,7,1.0088,1.26,0.9,12.4,10.3,18.6,False
20050611,8,1.0062,1.87,0.3,11.6,9.3,15.2,False
20050612,6,1.0052,0.0,7.0,12.6,10.6,15.7,False
20050613,2,1.0115,0.0,12.5,13.0,9.4,16.8,False
20050614,2,1.0159,0.0,14.9,15.6,9.6,21.8,True
20050615,3,1.0201,0.0,17.0,17.7,9.9,23.4,True
20050616,2,1.0205,0.0,13.0,20.3,14.3,26.3,True
20050617,5,1.0142,0.0,10.9,19.9,16.1,24.6,True
20050618,4,1.0175,0.0,11.8,18.0,14.2,22.3,True
20050619,2,1.0194,0.0,15.4,17.1,12.4,21.4,True
20050620,4,1.019,0.0,15.4,19.2,13.0,25.0,True
20050621,7,1.0141,0.9,7.2,21.1,16.6,26.8,False
20050622,6,1.0092,0.46,4.2,17.7,15.0,21.7,False
20050623,4,1.0143,0.0,13.3,20.7,14.4,26.0,True
20050624,2,1.0101,0.0,17.0,21.7,17.9,25.5,True
20050625,6,1.0116,0.14,5.2,14.3,11.0,22.9,False
20050626,4,1.0178,0.0,14.8,15.9,11.5,20.0,True
20050627,5,1.0075,0.37,9.4,17.2,14.5,21.4,False
20050628,5,1.0067,0.29,6.5,14.3,11.7,18.5,False
20050629,7,1.0083,0.05,1.5,11.4,8.0,15.1,False
20050630,7,1.0114,0.05,2.6,13.7,10.2,16.0,False
20050701,2,1.0136,0.0,11.2,17.0,12.0,22.0,True
20050702,2,1.0175,0.0,15.6,18.0,12.3,23.8,True
20050703,2,1.0203,0.0,16.7,19.2,14.3,24.5,True
20050704,1,1.0197,0.0,17.7,19.6,13.6,25.8,True
20050705,0,1.0163,0.0,17.5,20.6,14.6,26.7,True
20050706,1,1.0137,0.0,16.9,22.0,15.7,28.1,True
20050707,1,1.0141,0.0,16.4,23.1,17.0,29.5,True
20050708,2,1.0179,0.0,16.7,23.6,18.0,30.2,True
20050709,2,1.0233,0.0,14.7,23.0,18.6,28.7,True
20050710,1,1.026,0.0,16.7,23.4,17.4,29.6,True
20050711,1,1.0288,0.0,16.8,24.4,18.0,30.9,True
20050712,3,1.0236,0.0,12.2,26.2,20.3,32.1,True
20050713,2,1.0136,0.0,15.1,22.8,20.0,28.4,True
20050714,6,1.0139,0.0,4.2,19.7,16.2,24.1,True
20050715,6,1.0112,0.11,8.0,19.8,15.7,24.7,False
20050716,7,1.0039,0.41,2.2,19.0,16.3,22.2,False
20050717,3,1.0047,1.9,11.1,19.3,14.7,25.4,False
20050718,6,1.0063,0.01,6.8,19.1,14.7,23.5,False
20050719,5,1.0045,0.73,4.6,18.9,14.7,23.0,False
20050720,6,1.0005,0.14,3.8,17.0,14.7,20.4,False
20050721,6,1.003,0.75,4.7,17.0,14.2,19.7,False
20050722,8,1.0018,3.39,0.3,15.3,13.7,19.8,False
20050723,8,0.9903,0.41,0.3,15.6,13.9,17.3,False
20050724,7,0.9995,0.01,5.0,17.1,14.3,20.6,False
20050725,6,1.0038,1.61,2.9,16.8,14.8,19.2,False
20050726,8,1.0026,2.28,0.9,17.0,14.6,19.7,False
20050727,6,1.0056,0.02,3.0,17.5,15.0,20.4,False
20050728,4,1.0128,0.0,14.3,18.1,14.0,22.3,True
20050729,7,1.0158,0.0,4.2,18.7,15.1,22.1,True
20050730,8,1.0119,0.37,0.1,17.5,16.4,20.3,False
20050731,8,1.0089,0.06,0.0,16.0,14.7,18.0,False
20050801,7,1.0071,0.21,0.7,15.8,14.8,17.9,False
20050802,6,1.0139,0.0,3.5,17.5,13.7,21.5,True
20050803,7,1.0159,0.03,2.6,17.5,14.9,21.3,False
20050804,5,1.0115,0.63,4.6,17.1,15.0,20.5,False
20050805,4,1.0107,0.04,11.3,16.3,12.9,20.7,False
20050806,7,1.0081,1.32,2.9,16.6,14.0,19.8,False
20050807,6,1.0039,0.02,2.9,15.2,13.5,18.5,False
20050808,6,1.0103,0.0,1.1,15.6,13.2,18.2,True
20050809,7,1.0014,1.49,1.2,18.3,13.4,22.7,False
20050810,7,0.9913,0.38,2.7,16.8,15.0,22.5,False
20050811,6,0.9959,0.3,2.0,16.4,13.7,19.0,False
20050812,5,1.0002,0.0,9.3,18.7,15.0,22.1,True
20050813,5,1.0066,0.17,5.3,16.9,14.4,20.5,False
20050814,6,1.0112,0.1,4.5,16.9,15.0,20.0,False
20050815,6,1.0146,0.07,8.6,17.8,13.1,22.9,False
20050816,6,1.0117,0.0,5.5,17.6,15.0,21.3,True
20050817,3,1.0175,0.0,12.1,17.0,12.8,21.9,True
20050818,4,1.0215,0.0,12.5,18.4,13.8,23.0,True
20050819,2,1.0229,0.0,13.7,19.2,15.0,24.5,True
20050820,3,1.0209,0.0,11.9,19.7,15.2,24.4,True
20050821,6,1.0203,0.0,5.1,17.5,16.2,20.7,True
20050822,1,1.0195,0.0,13.8,16.9,12.7,21.9,True
20050823,3,1.0145,0.0,10.3,17.2,13.0,22.6,True
20050824,4,1.011,0.0,10.3,18.6,15.2,23.2,True
20050825,8,1.005,1.5,0.3,17.6,16.9,20.3,False
20050826,5,1.0013,0.05,4.0,15.2,14.3,17.2,False
20050827,4,1.0107,0.04,8.7,14.4,10.8,18.6,False
20050828,7,1.0119,0.1,5.1,15.1,12.6,18.1,False
20050829,7,1.0108,0.0,1.0,17.4,13.3,21.4,True
20050830,2,1.0181,0.0,13.5,16.3,13.3,20.4,True
