DATE,SONNBLICK_cloud_cover,SONNBLICK_humidity,SONNBLICK_global_radiation,SONNBLICK_precipitation,SONNBLICK_sunshine,SONNBLICK_temp_mean,SONNBLICK_temp_min,SONNBLICK_temp_max,SONNBLICK_picnic_weather
20001226,8,0.96,0.54,0.32,0.0,-9.3,-10.2,-8.4,False
20001227,5,0.95,0.58,1.01,0.8,-10.3,-11.2,-9.3,False
20001228,7,0.98,0.46,0.66,0.0,-10.4,-11.5,-9.3,False
20001229,8,0.97,0.48,1.09,0.0,-10.5,-11.7,-9.2,False
20001230,6,0.93,0.88,0.71,5.4,-13.9,-18.0,-9.7,False
20001231,6,0.93,0.69,0.12,2.2,-16.7,-18.5,-14.8,False
20010101,3,0.72,0.83,0.0,7.4,-11.1,-17.0,-5.2,False
20010102,5,0.91,0.74,1.46,0.0,-8.5,-13.0,-4.0,False
20010103,6,0.91,0.58,0.44,0.0,-10.3,-12.4,-8.2,False
20010104,5,0.94,0.53,1.02,4.5,-11.0,-13.0,-9.0,False
20010105,5,0.94,0.64,0.0,0.0,-11.3,-13.6,-9.0,False
20010106,8,0.97,0.38,1.94,0.0,-7.1,-10.0,-4.2,False
20010107,8,0.97,0.21,2.03,0.0,-4.6,-5.2,-4.0,False
20010108,6,0.95,0.37,1.9,0.0,-9.2,-13.5,-4.9,False
20010109,3,0.85,0.88,0.05,4.8,-15.0,-16.8,-13.2,False
20010110,7,0.94,0.71,0.31,1.5,-13.5,-16.6,-10.4,False
20010111,7,0.95,0.69,0.11,0.0,-9.4,-11.0,-7.8,False
20010112,4,0.77,0.96,0.0,6.9,-10.3,-12.6,-8.0,False
20010113,1,0.32,1.06,0.0,8.8,-13.6,-14.6,-12.6,False
20010114,0,0.29,1.04,0.0,8.9,-14.1,-15.0,-13.1,False
20010115,1,0.35,1.07,0.0,9.1,-13.7,-15.0,-12.3,False
20010116,2,0.86,0.89,0.0,5.8,-14.3,-15.0,-13.6,False
20010117,4,0.73,0.99,0.17,7.5,-13.5,-16.0,-11.0,False
20010118,8,0.91,0.42,0.56,0.0,-12.8,-14.3,-11.2,False
20010119,2,0.79,1.03,0.0,6.4,-13.4,-16.0,-10.7,False
20010120,7,0.75,0.58,0.2,0.7,-11.6,-13.2,-10.0,False
20010121,6,0.98,0.56,0.06,0.0,-13.2,-15.0,-11.3,False
20010122,5,0.93,0.57,0.02,0.0,-11.0,-15.3,-6.7,False
20010123,6,0.9,1.02,0.05,5.6,-8.7,-10.6,-6.7,False
20010124,7,0.97,0.59,0.59,0.0,-8.1,-10.2,-5.9,False
20010125,8,0.97,0.48,0.18,0.0,-7.2,-8.2,-6.2,False
20010126,6,0.97,0.58,1.0,0.0,-9.0,-11.6,-6.3,False
20010127,8,0.96,0.56,1.64,0.0,-13.0,-15.3,-10.7,False
20010128,6,0.79,1.17,0.0,5.5,-13.3,-15.6,-11.0,False
20010129,5,0.61,0.97,0.21,0.0,-12.8,-14.4,-11.1,False
20010130,8,0.92,0.76,0.91,3.6,-16.3,-18.4,-14.1,False
20010131,8,0.95,0.98,1.06,0.0,-19.1,-20.2,-18.0,False
20010201,8,0.91,0.92,1.72,0.0,-20.7,-22.4,-19.0,False
20010202,6,0.9,1.14,0.38,0.0,-22.1,-23.2,-21.0,False
20010203,8,0.9,0.92,5.95,0.0,-17.1,-21.6,-12.6,False
20010204,6,0.91,1.04,0.24,3.1,-10.0,-13.2,-6.8,False
20010205,6,0.9,0.9,0.0,0.0,-9.7,-10.5,-8.8,False
20010206,7,0.85,1.1,0.0,4.3,-7.9,-10.8,-5.0,False
20010207,6,0.86,1.26,0.06,3.7,-6.2,-7.0,-5.4,False
20010208,8,0.92,0.46,1.53,0.0,-8.2,-9.4,-7.0,False
20010209,8,0.94,0.85,0.42,0.2,-9.0,-10.6,-7.3,False
20010210,6,0.91,1.17,0.04,2.0,-9.0,-11.2,-6.7,False
20010211,1,0.36,1.66,0.0,10.0,-8.8,-12.2,-5.3,False
20010212,5,0.43,1.48,0.0,6.4,-3.9,-6.7,-1.0,False
20010213,7,0.69,1.1,0.48,0.8,-5.2,-7.4,-3.0,False
20010214,1,0.24,1.74,0.0,11.5,-9.4,-13.8,-5.0,False
20010215,1,0.65,1.77,0.0,11.4,-6.2,-8.4,-4.0,False
20010216,0,0.68,1.8,0.0,10.4,-5.1,-6.3,-3.8,False
20010217,7,0.97,0.75,0.36,0.0,-8.1,-10.5,-5.7,False
20010218,2,0.68,1.78,0.0,8.0,-11.1,-11.9,-10.3,False
20010219,3,0.47,1.72,0.14,9.9,-14.0,-16.6,-11.3,False
20010220,8,0.98,0.72,1.46,0.0,-15.0,-17.4,-12.5,False
20010221,6,0.97,1.64,1.64,4.4,-14.0,-17.4,-10.5,False
20010222,8,0.97,0.64,4.27,0.0,-12.5,-14.0,-11.0,False
20010223,8,0.97,1.03,1.67,0.0,-13.4,-15.4,-11.4,False
20010224,5,0.95,1.65,0.27,6.1,-17.7,-20.4,-15.0,False
20010225,5,0.9,1.78,0.31,4.0,-20.3,-22.9,-17.6,False
20010226,8,0.9,1.22,0.33,0.0,-22.1,-24.2,-19.9,False
20010227,3,0.85,2.01,0.0,9.9,-20.6,-22.8,-18.4,False
20010228,7,0.92,1.19,1.14,0.0,-16.6,-19.5,-13.7,False
20010301,5,0.9,1.64,0.37,3.3,-15.7,-18.0,-13.4,False
20010302,6,0.92,1.73,2.13,7.1,-16.6,-18.4,-14.8,False
20010303,8,0.98,1.16,0.26,0.0,-10.3,-15.7,-4.9,False
20010304,8,0.97,1.03,1.19,0.0,-6.7,-8.0,-5.4,False
20010305,5,0.9,2.09,0.05,7.8,-9.4,-12.4,-6.4,False
20010306,1,0.47,2.16,0.0,11.0,-10.8,-12.8,-8.7,False
20010307,4,0.48,1.78,0.0,3.1,-6.0,-9.1,-2.8,False
20010308,7,0.95,1.48,0.5,0.0,-4.0,-5.3,-2.7,False
20010309,8,0.98,1.11,1.35,0.0,-6.1,-8.5,-3.6,False
20010310,5,0.96,1.78,0.17,3.2,-8.7,-9.8,-7.5,False
20010311,5,0.96,1.51,0.2,3.7,-6.5,-8.6,-4.3,False
20010312,5,0.94,2.18,0.85,9.8,-6.0,-8.5,-3.4,False
20010313,7,0.96,1.0,3.56,0.0,-8.9,-12.8,-4.9,False
20010314,6,0.96,1.96,0.54,3.7,-11.2,-13.0,-9.4,False
20010315,4,0.96,2.07,0.4,5.1,-9.0,-12.0,-6.0,False
20010316,3,0.92,2.62,0.0,10.4,-5.6,-7.2,-4.0,False
20010317,8,0.97,1.02,0.82,0.0,-6.4,-7.7,-5.0,False
20010318,6,0.95,1.73,0.05,4.0,-7.2,-9.4,-5.0,False
20010319,8,0.97,1.76,0.21,0.4,-7.2,-9.2,-5.2,False
20010320,6,0.94,1.7,1.05,3.6,-9.6,-12.6,-6.5,False
20010321,7,0.95,1.28,0.61,0.0,-5.8,-7.3,-4.2,False
20010322,8,0.97,1.64,2.21,3.4,-5.9,-6.7,-5.0,False
20010323,5,0.92,2.2,0.0,6.9,-6.0,-8.6,-3.4,False
20010324,6,0.87,2.32,0.0,6.4,-3.2,-5.2,-1.1,False
20010325,6,0.94,1.17,1.83,1.4,-5.3,-7.6,-2.9,False
20010326,7,0.92,2.3,0.59,3.9,-6.5,-9.1,-3.8,False
20010327,8,0.93,2.06,0.63,0.0,-9.4,-10.7,-8.1,False
20010328,6,0.85,2.3,0.05,7.2,-9.9,-12.4,-7.4,False
20010329,8,0.94,1.54,0.84,0.0,-8.4,-9.7,-7.1,False
20010330,8,0.93,1.87,1.36,0.0,-8.7,-9.9,-7.4,False
20010331,8,0.93,2.34,0.16,0.0,-9.0,-10.1,-7.8,False
20010401,1,0.52,2.9,0.0,12.4,-9.9,-13.0,-6.7,False
20010402,2,0.41,2.88,0.0,12.5,-3.3,-7.7,1.2,False
20010403,5,0.45,2.86,0.0,12.3,-1.8,-4.0,0.5,False
20010404,4,0.78,2.56,1.05,8.5,-4.5,-7.2,-1.8,False
20010405,8,0.96,1.94,1.45,0.0,-10.2,-14.1,-6.3,False
20010406,6,0.93,2.78,0.14,6.3,-10.5,-14.2,-6.8,False
20010407,8,0.96,1.29,1.42,0.0,-8.0,-9.0,-6.9,False
20010408,8,0.96,1.95,2.22,0.0,-9.4,-11.7,-7.0,False
20010409,8,0.96,2.39,0.42,2.3,-10.8,-12.0,-9.6,False
20010410,7,0.93,2.33,2.51,1.5,-7.6,-11.6,-3.5,False
20010411,8,0.95,1.84,3.9,0.0,-7.4,-10.5,-4.3,False
20010412,8,0.96,2.14,2.7,0.0,-8.6,-10.2,-6.9,False
20010413,8,0.97,1.97,2.46,0.0,-13.7,-17.6,-9.8,False
20010414,7,0.9,2.25,1.08,2.7,-19.6,-21.8,-17.4,False
20010415,7,0.9,2.01,0.76,0.0,-14.6,-20.4,-8.8,False
20010416,7,0.92,2.4,1.23,1.6,-9.0,-13.0,-5.0,False
20010417,8,0.95,2.65,0.96,0.0,-11.4,-13.1,-9.6,False
20010418,6,0.94,2.6,0.72,5.1,-11.9,-15.0,-8.8,False
20010419,8,0.96,1.87,1.93,0.0,-8.3,-10.2,-6.4,False
20010420,8,0.96,1.79,2.66,0.0,-8.9,-11.3,-6.5,False
20010421,8,0.92,2.51,0.66,3.0,-10.8,-15.1,-6.5,False
20010422,8,0.96,3.03,0.56,0.0,-12.7,-15.2,-10.2,False
20010423,4,0.9,3.58,0.0,12.3,-10.3,-13.5,-7.0,False
20010424,2,0.76,3.42,0.0,12.4,-8.1,-12.2,-4.0,False
20010425,7,0.92,2.58,0.86,4.4,-3.1,-4.5,-1.7,False
20010426,6,0.92,2.93,0.78,6.6,-6.6,-10.5,-2.6,False
20010427,5,0.81,3.06,0.0,10.3,-8.1,-11.5,-4.6,False
20010428,6,0.94,2.57,0.0,5.2,-5.4,-8.0,-2.8,False
20010429,6,0.92,2.67,0.0,7.0,-3.6,-5.6,-1.5,False
20010430,4,0.85,3.01,0.0,8.1,-4.4,-7.0,-1.7,False
20010501,4,0.82,3.46,0.0,10.6,-1.2,-3.3,1.0,False
20010502,2,0.72,3.27,0.0,11.5,-0.8,-2.8,1.2,False
20010503,8,0.94,2.02,0.0,0.0,-0.7,-2.1,0.7,False
20010504,8,0.98,2.48,0.26,3.6,-0.7,-4.0,2.7,False
20010505,8,0.96,1.85,0.12,0.0,-2.7,-4.0,-1.3,False
20010506,8,0.97,2.02,0.7,0.0,-2.1,-3.6,-0.6,False
20010507,8,0.96,2.22,0.48,0.0,-2.5,-4.0,-1.0,False
20010508,8,0.98,2.09,0.99,0.0,-2.7,-3.9,-1.4,False
20010509,4,0.93,3.77,0.0,12.4,-1.5,-3.4,0.4,False
20010510,5,0.92,3.26,0.19,7.2,-1.7,-3.4,0.0,False
20010511,7,0.95,2.17,0.27,2.5,-3.7,-5.0,-2.4,False
20010512,7,0.96,2.9,0.0,7.1,-3.9,-5.0,-2.8,False
20010513,3,0.61,3.82,0.0,14.4,-4.3,-7.9,-0.6,False
20010514,6,0.95,2.96,0.04,8.3,-1.0,-2.8,0.8,False
20010515,7,0.98,1.62,0.28,0.0,-2.2,-3.4,-0.9,False
20010516,6,0.96,2.27,0.0,2.5,-2.2,-4.2,-0.2,False
20010517,7,0.94,1.98,0.47,0.0,-0.8,-2.2,0.7,False
20010518,8,0.96,1.46,2.12,0.0,-3.8,-7.8,0.2,False
20010519,2,0.8,4.04,0.0,13.0,-6.4,-9.6,-3.2,False
20010520,3,0.69,3.63,0.0,12.9,-2.2,-5.4,1.1,False
20010521,6,0.68,1.92,0.0,0.5,-0.3,-2.7,2.2,False
20010522,6,0.89,2.53,0.19,4.3,1.4,-1.4,4.2,False
20010523,2,0.93,4.04,0.0,13.4,0.3,-1.5,2.0,False
20010524,6,0.93,3.05,2.01,9.9,0.8,-0.9,2.5,False
20010525,8,0.97,1.6,0.29,0.0,-0.4,-2.0,1.3,False
20010526,6,0.96,2.48,0.0,5.8,-1.6,-3.0,-0.1,False
20010527,6,0.93,2.1,0.17,5.4,-0.9,-2.9,1.2,False
20010528,6,0.89,2.87,0.02,4.9,2.3,-0.1,4.6,False
20010529,5,0.8,2.94,0.0,11.7,3.1,0.8,5.4,False
20010530,5,0.79,3.54,0.1,11.7,4.1,2.0,6.2,False
20010531,6,0.97,2.25,0.94,4.4,1.8,-0.2,3.8,False
20010601,8,0.97,2.47,1.45,0.0,-3.5,-7.0,0.0,False
20010602,7,0.95,2.46,0.87,3.3,-5.8,-8.8,-2.8,False
20010603,8,0.92,1.64,2.22,0.0,-6.8,-10.6,-3.0,False
20010604,7,0.93,3.38,0.18,3.9,-8.9,-11.6,-6.2,False
20010605,3,0.74,4.11,0.02,12.4,-5.0,-8.2,-1.7,False
20010606,8,0.96,1.73,1.88,0.0,-2.5,-4.8,-0.1,False
20010607,7,0.95,3.16,0.0,8.5,-2.0,-4.8,0.8,False
20010608,7,0.95,1.92,0.26,1.2,-0.3,-2.2,1.6,False
20010609,8,0.98,0.69,0.47,0.0,0.3,-0.4,1.0,False
20010610,8,0.98,0.55,2.23,0.0,0.3,-0.4,0.9,False
20010611,7,0.95,1.99,1.54,0.3,-3.2,-7.2,0.9,False
20010612,3,0.65,4.24,0.0,14.8,-4.1,-9.6,1.4,False
20010613,6,0.78,3.21,0.4,9.0,0.1,-2.0,2.2,False
20010614,7,0.97,2.34,0.1,1.7,-0.8,-2.6,1.1,False
20010615,3,0.75,1.92,0.0,14.0,0.7,-2.3,3.7,False
20010616,8,0.97,1.92,2.17,0.0,1.7,0.4,3.0,False
20010617,8,0.96,1.92,1.33,1.9,-1.2,-3.8,1.5,False
20010618,8,0.96,1.92,1.79,0.0,-3.5,-4.3,-2.6,False
20010619,8,0.96,1.92,0.37,0.0,-4.4,-4.9,-3.9,False
20010620,8,0.96,1.92,0.0,0.0,-4.8,-6.5,-3.0,False
20010621,3,0.82,3.93,0.0,13.1,-2.9,-6.5,0.8,False
20010622,6,0.94,2.81,0.0,9.8,0.3,-1.4,2.0,False
20010623,2,0.73,1.92,0.0,13.7,-0.4,-2.9,2.2,False
20010624,2,0.73,4.08,0.0,13.8,1.2,-1.8,4.2,False
20010625,3,0.91,2.23,0.0,13.3,2.3,0.0,4.6,False
20010626,3,0.69,4.35,0.0,15.3,4.7,2.0,7.4,False
20010627,4,0.56,4.35,0.23,13.7,7.1,4.0,10.2,False
20010628,7,0.9,2.42,1.44,2.3,4.5,1.2,7.8,False
20010629,8,1.0,2.23,0.28,3.2,2.4,0.6,4.2,False
20010630,4,0.89,3.63,0.59,12.3,3.5,0.6,6.3,False
20010701,8,0.99,2.28,0.39,0.0,-1.0,-1.8,4.1,False
20010702,8,0.99,2.49,0.0,0.0,-1.4,-2.8,0.0,False
20010703,4,0.98,2.99,0.0,9.7,-1.1,-3.2,1.0,False
20010704,4,0.88,2.3,0.0,12.1,1.7,-1.0,4.4,False
20010705,3,0.68,1.96,0.0,14.9,5.5,1.6,9.3,False
20010706,2,0.75,1.99,0.0,13.4,6.7,3.5,9.9,False
20010707,5,0.92,1.6,0.7,5.8,6.0,3.4,8.6,False
20010708,6,0.86,2.45,1.43,5.9,1.6,-1.3,4.4,False
20010709,8,0.93,2.26,0.08,6.5,1.3,-1.3,3.9,False
20010710,6,0.88,1.47,0.14,8.5,3.8,0.7,6.8,False
20010711,7,0.9,2.64,1.34,6.7,4.1,2.0,6.2,False
20010712,8,0.98,0.93,0.1,0.7,1.4,-0.5,3.2,False
20010713,5,0.88,1.68,0.5,5.8,4.0,2.3,5.6,False
20010714,5,0.89,2.2,0.0,4.9,3.8,1.8,5.8,False
20010715,6,0.93,3.9,0.77,0.8,4.2,2.5,5.8,False
20010716,8,0.98,3.49,1.27,0.0,2.0,1.6,4.3,False
20010717,8,0.98,1.58,0.05,0.0,0.5,-1.0,2.0,False
20010718,6,0.92,1.36,0.71,4.2,0.6,-1.0,2.2,False
20010719,8,0.97,2.88,1.18,0.0,0.7,-0.6,2.0,False
20010720,8,0.99,3.14,2.24,0.0,-1.2,-3.2,0.8,False
20010721,8,0.97,2.75,0.21,1.1,-2.1,-3.8,-0.3,False
20010722,2,0.84,3.17,0.0,14.4,-1.6,-5.4,2.2,False
20010723,4,0.92,1.53,0.0,11.4,2.0,0.0,3.9,False
20010724,8,0.99,3.61,0.0,0.5,2.1,0.8,3.3,False
20010725,8,0.99,1.61,0.0,0.0,1.7,0.5,2.8,False
20010726,4,0.91,2.95,0.0,8.9,2.6,0.4,4.8,False
20010727,4,0.92,3.25,0.0,11.8,4.7,2.2,7.1,False
20010728,3,0.77,3.02,0.0,10.4,6.4,3.3,9.4,False
20010729,5,0.78,3.52,0.44,11.3,5.3,3.2,6.0,False
20010730,6,0.92,1.94,0.0,5.7,3.7,2.6,4.8,False
20010731,1,0.63,4.03,0.0,14.5,6.4,3.6,9.2,False
20010801,5,0.87,3.1,0.0,12.3,6.4,4.4,8.9,False
20010802,4,0.91,3.06,0.0,13.0,8.4,4.6,12.4,False
20010803,5,0.84,2.29,0.0,5.7,8.3,6.0,11.2,False
20010804,7,0.92,0.79,1.4,0.5,5.6,4.7,8.3,False
20010805,8,0.97,0.54,0.9,0.0,2.6,1.1,5.6,False
20010806,7,0.9,2.18,0.0,1.1,1.8,-0.8,4.3,False
20010807,7,0.86,1.5,0.0,3.3,3.2,0.8,5.4,False
20010808,6,0.87,1.32,1.2,4.3,13.8,2.6,5.0,False
20010809,8,0.96,1.22,0.4,0.0,3.7,2.5,5.0,False
20010810,8,0.98,0.49,2.0,0.0,3.3,-1.4,4.4,False
20010811,8,0.96,1.68,0.0,0.0,-2.6,-3.8,-0.1,False
20010812,2,0.7,3.42,0.0,12.9,-1.1,-5.3,3.0,False
20010813,5,0.55,3.01,0.0,11.6,2.8,-0.5,6.0,False
20010814,1,0.65,3.24,0.0,13.9,7.1,2.0,12.2,False
20010815,3,0.72,2.82,0.0,11.6,8.9,7.0,10.7,False
20010816,4,0.89,2.17,0.36,9.5,8.3,5.0,11.6,False
20010817,7,0.85,1.98,0.3,5.3,7.8,4.8,10.4,False
20010818,7,0.91,2.13,0.0,7.6,6.4,4.2,8.6,False
20010819,6,0.82,1.7,0.05,2.5,0.8,3.0,9.2,False
20010820,7,0.99,1.4,0.7,1.8,5.7,3.0,7.4,False
20010821,8,1.0,0.95,0.8,0.0,2.0,0.3,3.5,False
20010822,8,0.97,1.98,0.1,3.4,-0.7,1.7,4.1,False
20010823,4,0.93,2.99,0.0,11.2,2.6,1.9,4.3,False
20010824,3,0.77,3.05,0.0,13.2,4.1,2.8,5.9,False
20010825,1,0.62,3.46,0.0,13.7,5.8,5.0,7.4,False
20010826,2,0.71,3.28,0.0,13.5,6.5,6.4,8.3,False
20010827,5,0.83,2.71,0.05,11.7,7.0,5.8,8.8,False
20010828,5,0.82,2.45,0.0,12.0,6.1,4.4,8.6,False
20010829,2,0.52,3.34,0.0,13.1,5.9,4.8,8.2,False
20010830,7,0.86,1.88,1.0,4.8,5.8,4.4,8.0,False
20010831,8,0.96,0.8,3.1,0.0,2.4,-0.6,4.4,False
20010901,8,0.97,1.47,0.2,1.4,-3.1,-4.8,-0.6,False
20010902,8,0.98,1.44,0.4,0.0,-1.4,-2.5,-0.4,False
20010903,3,0.83,2.85,0.0,12.5,-1.9,-5.8,1.8,False
20010904,8,0.96,0.6,2.1,0.0,-0.1,-3.2,1.6,False
20010905,8,0.96,1.56,1.7,0.0,-4.6,-5.8,-3.0,False
20010906,8,0.96,1.81,0.6,0.0,-4.1,-6.0,-2.5,False
20010907,8,0.97,1.97,1.3,2.0,-3.1,-5.6,1.0,False
20010908,8,0.97,1.46,2.0,1.9,-1.8,-3.7,-0.2,False
20010909,6,0.95,2.14,0.2,6.0,-5.7,-7.9,-1.3,False
20010910,7,0.89,1.76,1.1,2.0,-8.1,-10.5,-6.0,False
20010911,8,0.93,2.09,0.8,0.0,-6.0,-8.2,-4.0,False
20010912,8,0.95,1.49,0.9,0.6,-7.4,-10.9,-4.0,False
20010913,7,0.94,1.11,0.55,0.5,-3.3,-5.0,-1.8,False
20010914,8,0.95,0.76,2.0,0.0,-2.3,-6.6,-1.5,False
20010915,7,0.9,1.96,0.3,0.0,-5.8,-7.0,-4.8,False
20010916,8,0.9,1.28,1.6,0.0,-5.5,-6.8,-4.3,False
20010917,8,0.91,1.66,0.7,0.0,-7.3,-8.4,-6.0,False
20010918,7,0.92,1.69,0.6,2.9,-7.0,-9.2,-5.0,False
20010919,8,0.92,1.55,0.3,0.0,-6.6,-7.8,-5.6,False
20010920,3,0.93,2.33,0.0,9.8,-4.5,-7.6,-1.7,False
20010921,4,0.89,1.64,0.0,3.8,-2.6,-4.6,-0.8,False
20010922,7,0.95,1.14,0.04,0.0,-3.0,-4.0,-2.0,False
20010923,8,0.96,0.8,1.2,0.0,-1.6,-3.4,0.0,False
20010924,8,0.97,0.98,0.2,0.0,-0.1,-1.2,-0.2,False
20010925,7,0.96,0.92,1.9,0.0,-0.4,-4.0,0.4,False
20010926,8,0.96,1.33,0.24,0.0,-4.7,-6.2,-3.4,False
20010927,4,0.93,1.53,0.0,1.5,-3.4,-6.0,-0.7,False
20010928,1,0.76,2.26,0.0,11.4,-2.0,-4.0,-0.2,False
20010929,4,0.76,1.92,0.0,8.3,0.0,-1.6,1.6,False
20010930,7,0.94,1.04,1.09,0.7,0.3,-1.0,1.4,False
20011001,4,0.6,1.66,0.0,7.2,0.7,-2.0,3.7,False
20011002,2,0.71,2.12,0.0,11.5,4.6,3.2,6.0,False
20011003,0,0.66,2.13,0.0,11.1,5.4,2.5,6.2,False
20011004,6,0.88,0.85,0.5,2.2,1.2,-3.4,2.8,False
20011005,5,0.45,1.68,0.0,7.7,0.4,-3.3,2.7,False
20011006,4,0.7,1.85,0.0,7.4,0.8,-0.8,2.4,False
20011007,7,0.98,0.93,0.14,2.1,1.0,-0.6,2.6,False
20011008,8,0.97,1.07,0.0,1.7,0.4,-0.7,1.7,False
20011009,7,0.93,1.64,0.0,6.9,-0.3,-2.0,1.2,False
20011010,4,0.79,1.12,0.1,3.2,0.5,-0.6,1.4,False
20011011,5,0.39,1.9,0.3,10.4,1.8,-0.2,3.7,False
20011012,1,0.38,2.14,0.0,10.7,3.2,1.4,4.8,False
20011013,1,0.45,2.11,0.1,10.7,4.2,2.6,5.5,False
20011014,1,0.62,2.08,0.0,10.4,4.8,3.0,6.5,False
20011015,3,0.61,2.05,0.0,10.6,1.6,2.0,5.2,False
20011016,5,0.96,1.26,0.0,3.8,-0.4,-1.5,2.4,False
20011017,2,0.76,1.76,0.0,11.2,1.1,-0.8,2.9,False
20011018,1,0.71,1.71,0.0,10.3,1.8,0.0,3.0,False
20011019,0,0.74,1.65,0.0,10.3,1.3,-1.0,3.4,False
20011020,2,0.73,1.64,0.1,8.8,2.4,0.0,4.2,False
20011021,8,0.98,0.62,1.9,0.0,-0.6,-3.1,0.3,False
20011022,4,0.94,0.97,0.02,2.9,-4.5,-6.2,-3.0,False
20011023,3,0.56,1.41,0.1,7.9,-2.9,-5.4,-0.4,False
20011024,8,0.97,0.86,1.6,0.1,-4.2,-5.3,-1.0,False
20011025,5,0.96,0.8,1.22,0.9,-5.4,-7.0,-3.2,False
20011026,1,0.84,1.55,0.0,10.1,-6.2,-8.4,-4.2,False
20011027,2,0.65,1.48,0.0,9.8,-3.4,-6.0,-1.1,False
20011028,5,0.86,1.26,0.1,5.6,-1.9,-3.1,-1.0,False
20011029,7,0.92,1.18,0.06,5.3,-3.1,-4.6,-1.8,False
20011030,6,0.76,0.52,0.61,0.7,-1.5,-3.1,0.2,False
20011031,5,0.62,1.35,0.3,9.3,-0.2,-1.6,1.0,False
20011101,7,0.93,0.95,1.19,2.1,-9.5,-12.5,0.0,False
20011102,2,0.86,1.2,0.71,8.1,-10.6,-12.4,-9.0,False
20011103,1,0.78,1.31,0.15,10.1,-4.4,-9.4,0.4,False
20011104,2,0.43,1.29,0.03,10.4,0.7,-1.4,2.8,False
20011105,6,0.83,1.19,0.1,7.7,-2.2,-5.0,0.7,False
20011106,6,0.8,1.06,0.1,0.8,-5.1,-6.8,-3.8,False
20011107,6,0.86,0.78,0.4,0.0,-7.5,-8.7,-6.4,False
20011108,8,0.96,0.55,1.04,0.1,-6.9,-8.0,-6.4,False
20011109,8,0.9,0.55,0.8,0.0,-15.4,-18.0,-7.6,False
20011110,3,0.9,1.27,0.0,10.3,-13.7,-18.0,-8.8,False
20011111,5,0.96,0.83,0.1,0.0,-5.9,-9.6,-2.4,False
20011112,8,0.94,0.66,0.25,0.0,-2.9,-4.8,-2.3,False
20011113,7,0.95,0.69,0.0,0.0,-9.9,-12.0,-4.4,False
20011114,8,0.89,1.02,0.0,0.0,-15.6,-19.0,-11.7,False
20011115,0,0.66,1.04,0.0,9.4,-13.5,-19.2,-8.0,False
20011116,0,0.46,1.12,0.0,9.5,-6.0,-9.0,-3.2,False
20011117,0,0.46,1.1,0.0,9.4,-3.0,-4.2,-2.0,False
20011118,2,0.6,1.05,0.0,8.8,-4.8,-7.9,-3.2,False
20011119,4,0.79,1.22,0.0,8.6,-8.1,-12.7,-7.8,False
20011120,0,0.72,1.24,0.0,9.2,-11.3,-12.8,-9.8,False
20011121,1,0.48,1.22,0.0,9.3,-7.9,-10.6,-6.0,False
20011122,4,0.57,1.1,1.0,6.8,-8.1,-9.6,-6.9,False
20011123,8,0.9,0.55,1.8,0.0,-19.9,-21.4,-9.2,False
20011124,8,0.9,0.53,1.0,0.0,-18.7,-22.0,-15.7,False
20011125,8,0.9,0.53,2.2,0.0,-12.7,-16.5,-11.2,False
20011126,7,0.94,0.52,1.8,0.0,-9.7,-12.0,-7.6,False
20011127,6,0.92,0.59,0.42,0.0,-8.5,-9.2,-7.8,False
20011128,7,0.92,0.91,1.19,5.0,-11.4,-12.8,-9.0,False
20011129,7,0.97,0.65,1.3,0.0,-12.8,-15.2,-10.9,False
20011130,8,0.98,0.84,1.5,0.0,-9.4,-11.4,-7.3,False
20011201,8,0.99,0.63,2.31,1.0,-6.6,-7.3,-5.8,False
20011202,4,0.73,1.01,0.0,5.2,-7.2,-10.8,-5.8,False
20011203,1,0.6,0.93,0.05,8.7,-8.6,-10.0,-7.5,False
20011204,6,0.97,0.69,1.1,3.1,-7.8,-9.9,-5.8,False
20011205,7,0.97,0.67,1.22,0.2,-9.1,-10.2,-7.4,False
20011206,8,0.97,0.31,4.2,0.0,-8.6,-11.6,-7.6,False
20011207,8,0.94,0.56,0.7,0.0,-13.7,-15.8,-11.4,False
20011208,0,0.75,0.94,0.13,8.1,-15.0,-16.6,-13.8,False
20011209,0,0.77,0.92,0.2,8.8,-16.4,-17.5,-13.8,False
20011210,3,0.72,0.87,0.2,8.6,-14.3,-17.2,-11.6,False
20011211,8,0.97,0.58,1.12,0.0,-11.9,-14.3,-10.0,False
20011212,8,0.95,0.54,0.41,0.0,-14.4,-16.8,-12.6,False
20011213,8,0.91,0.39,0.6,0.0,-19.7,-28.6,-16.4,False
20011214,1,0.9,0.91,0.2,4.7,-20.0,-28.7,-16.2,False
20011215,0,0.81,0.86,0.0,8.6,-15.8,-17.6,-14.5,False
20011216,5,0.87,0.7,0.4,4.1,-18.8,-23.7,-16.1,False
20011217,6,0.89,0.54,0.0,0.0,-20.5,-23.9,-17.4,False
20011218,3,0.9,0.79,0.0,6.6,-15.8,-18.4,-13.4,False
20011219,1,0.78,0.88,0.0,8.7,-12.7,-14.2,-11.5,False
20011220,5,0.74,0.7,0.5,4.7,-12.1,-20.4,-11.6,False
20011221,5,0.58,0.76,0.15,4.2,-17.8,-21.3,-11.4,False
20011222,7,0.94,0.47,0.2,8.8,-14.9,-15.6,-14.3,False
20011223,8,0.93,0.5,1.88,0.0,-20.9,-22.3,-15.2,False
