DATE,MAASTRICHT_cloud_cover,MAASTRICHT_wind_speed,MAASTRICHT_wind_gust,MAASTRICHT_humidity,MAASTRICHT_pressure,MAASTRICHT_global_radiation,MAASTRICHT_precipitation,MAASTRICHT_sunshine,MAASTRICHT_temp_mean,MAASTRICHT_temp_min,MAASTRICHT_temp_max,MAASTRICHT_picnic_weather
20001005,7,3.4,13.0,0.89,1.0176,0.49,0.24,0.9,12.6,8.7,15.8,False
20001006,6,3.5,11.0,0.86,1.023,0.97,0.07,3.4,8.7,5.3,13.1,False
20001007,3,2.6,6.0,0.85,1.0239,0.85,0.15,3.2,7.4,3.5,12.3,False
20001008,7,4.5,11.0,0.89,1.0157,0.38,0.55,0.0,10.2,6.5,11.8,False
20001009,5,4.0,12.0,0.82,1.0075,1.09,0.14,6.2,10.2,6.2,13.5,False
20001010,6,8.8,20.0,0.8,0.9891,0.85,0.32,4.3,9.4,7.4,11.0,False
20001011,5,8.1,23.0,0.76,0.9821,0.86,0.39,4.9,10.8,8.7,13.5,False
20001012,5,5.3,14.0,0.74,0.9973,1.02,0.0,4.9,11.8,9.1,15.6,False
20001013,5,3.8,9.0,0.82,1.0109,0.76,0.0,2.9,10.9,6.0,14.5,False
20001014,3,2.2,6.0,0.89,1.0169,1.13,0.0,7.3,10.0,4.0,15.1,False
20001015,8,2.7,7.0,0.98,1.0097,0.23,0.02,0.0,10.0,8.3,11.4,False
20001016,7,5.3,15.0,0.9,1.0074,0.4,0.43,0.9,12.3,10.2,15.7,False
20001017,4,4.3,9.0,0.83,1.0231,1.01,0.0,5.5,9.9,4.9,13.7,False
20001018,8,4.1,9.0,0.82,1.0221,0.4,0.07,0.0,10.4,5.1,12.2,False
20001019,6,3.3,9.0,0.89,1.019,0.44,1.27,2.2,11.5,7.0,15.5,False
20001020,5,2.9,6.0,0.87,1.0185,0.95,0.0,6.3,11.7,7.2,17.0,False
20001021,7,3.8,9.0,0.79,1.0211,0.55,0.0,1.7,15.3,12.1,18.6,True
20001022,2,3.3,9.0,0.77,1.0258,1.04,0.0,8.3,15.1,9.5,21.0,True
20001023,6,5.2,13.0,0.81,1.0202,0.79,0.18,4.1,14.9,10.4,19.7,False
20001024,7,7.3,15.0,0.8,1.019,0.56,0.0,1.3,12.1,10.7,13.9,False
20001025,7,8.5,18.0,0.85,1.0105,0.14,0.42,0.0,11.9,9.8,13.8,False
20001026,5,6.5,13.0,0.77,1.0136,0.62,0.0,4.3,10.6,8.9,13.3,False
20001027,8,6.6,14.0,0.89,1.0165,0.19,0.52,0.0,10.4,8.8,12.5,False
20001028,8,6.1,17.0,0.85,1.0119,0.39,0.38,0.2,12.4,9.7,14.8,False
20001029,5,9.4,23.0,0.76,1.0088,0.62,0.24,3.6,10.2,7.2,12.8,False
20001030,8,11.5,27.0,0.8,0.9932,0.12,0.68,0.0,10.2,7.3,13.3,False
20001031,6,8.5,19.0,0.81,0.996,0.32,0.09,1.8,9.0,7.1,11.5,False
20001101,5,7.3,20.0,0.84,1.0006,0.34,0.45,1.6,7.8,5.3,11.0,False
20001102,4,6.3,15.0,0.82,0.9976,0.51,0.27,3.0,9.1,5.3,13.3,False
20001103,5,5.1,11.0,0.82,0.9985,0.5,0.0,3.1,8.3,6.3,10.9,False
20001104,5,5.0,10.0,0.87,1.0088,0.26,0.05,0.8,6.7,4.5,8.6,False
20001105,6,5.5,10.0,0.8,1.0068,0.71,0.0,5.5,6.9,4.8,10.1,False
20001106,7,7.1,19.0,0.74,0.9818,0.31,0.08,0.7,10.1,7.7,12.1,False
20001107,7,6.2,14.0,0.82,0.9807,0.2,0.17,0.2,8.6,5.6,9.6,False
20001108,7,6.7,14.0,0.88,0.9909,0.17,0.29,0.0,8.0,7.2,9.3,False
20001109,6,7.8,15.0,0.82,1.0052,0.37,0.07,1.7,7.9,6.0,9.4,False
20001110,5,6.5,14.0,0.79,1.0167,0.57,0.0,4.2,6.6,4.4,9.1,False
20001111,6,7.2,14.0,0.76,1.0168,0.53,0.0,4.3,7.6,4.9,10.5,False
20001112,7,7.0,16.0,0.79,1.0027,0.22,0.61,0.0,9.6,7.2,11.5,False
20001113,7,3.5,8.0,0.87,1.0006,0.35,0.03,0.9,8.4,5.5,10.4,False
20001114,6,3.5,8.0,0.85,1.0064,0.45,0.0,3.0,7.2,4.7,9.3,False
20001115,4,5.1,13.0,0.85,1.0116,0.44,0.04,2.6,6.5,4.3,9.7,False
20001116,6,6.8,13.0,0.82,1.0092,0.35,0.18,0.9,7.6,5.1,9.6,False
20001117,4,4.9,10.0,0.88,1.0119,0.31,0.0,2.1,4.6,1.9,7.0,False
20001118,6,7.3,16.0,0.83,1.0109,0.51,0.0,2.7,6.2,3.9,8.4,False
20001119,7,6.7,15.0,0.85,0.9987,0.19,0.09,0.5,8.5,6.5,10.1,False
20001120,7,5.5,18.0,0.84,1.0004,0.21,0.35,0.6,5.7,3.1,7.5,False
20001121,6,5.3,14.0,0.83,1.0024,0.21,0.25,1.4,5.9,2.2,8.3,False
20001122,4,6.6,17.0,0.82,1.0044,0.2,0.12,0.5,8.1,6.1,11.2,False
20001123,7,4.8,15.0,0.88,1.0014,0.24,0.73,1.1,9.3,6.1,12.4,False
20001124,4,5.7,12.0,0.84,1.008,0.36,0.0,2.6,6.8,4.0,9.4,False
20001125,7,6.0,13.0,0.8,1.0042,0.43,0.37,3.4,7.3,4.3,10.1,False
20001126,5,7.2,16.0,0.84,1.0015,0.24,0.04,1.9,7.3,6.2,8.8,False
20001127,5,5.1,10.0,0.84,1.0146,0.4,0.01,3.5,6.8,3.8,9.4,False
20001128,7,6.2,15.0,0.88,1.0129,0.17,0.83,0.2,12.0,7.8,14.4,False
20001129,6,5.5,11.0,0.78,1.0092,0.23,0.0,0.2,12.5,10.7,14.2,False
20001130,4,3.5,9.0,0.86,1.0153,0.39,0.0,4.1,10.7,7.2,13.3,False
20001201,7,5.5,13.0,0.81,1.0116,0.22,0.22,0.2,12.2,10.5,13.9,False
20001202,6,3.4,9.0,0.87,1.0138,0.27,0.01,1.2,11.1,9.2,13.8,False
20001203,6,5.3,15.0,0.85,1.0168,0.14,0.03,0.0,8.4,4.7,11.9,False
20001204,4,4.8,12.0,0.8,1.0145,0.2,0.12,1.3,7.5,4.4,9.5,False
20001205,5,5.8,12.0,0.72,1.0127,0.36,0.01,3.5,11.1,8.1,13.5,False
20001206,6,4.9,11.0,0.85,1.011,0.07,0.18,0.0,11.2,9.5,12.8,False
20001207,7,5.3,14.0,0.84,1.005,0.14,0.04,0.0,11.2,7.5,14.4,False
20001208,4,8.2,20.0,0.71,1.0025,0.39,0.03,4.6,12.6,10.0,15.1,False
20001209,4,7.5,15.0,0.79,1.011,0.36,0.02,3.3,9.7,8.1,11.6,False
20001210,7,8.8,25.0,0.81,1.0112,0.15,0.5,0.0,9.7,8.0,11.3,False
20001211,7,8.5,17.0,0.8,1.0186,0.4,0.36,5.1,11.7,9.7,13.6,False
20001212,8,8.3,19.0,0.84,1.0153,0.05,0.73,0.0,12.6,11.7,13.6,False
20001213,6,11.7,25.0,0.76,1.0106,0.24,0.33,2.0,10.4,8.1,12.5,False
20001214,7,6.8,17.0,0.86,1.0056,0.13,0.28,0.0,7.4,5.7,9.2,False
20001215,7,6.5,14.0,0.89,1.0053,0.09,0.32,0.0,4.5,2.4,5.8,False
20001216,5,5.6,12.0,0.82,1.0118,0.41,0.0,5.5,2.5,-0.1,4.4,False
20001217,5,3.0,6.0,0.87,1.0154,0.41,0.0,4.8,1.4,-1.5,5.3,False
20001218,7,2.7,7.0,0.9,1.0177,0.09,0.18,0.0,3.5,-0.2,5.2,False
20001219,7,3.9,9.0,0.95,1.0206,0.22,0.11,1.0,5.0,3.2,7.4,False
20001220,3,5.2,11.0,0.84,1.02,0.3,0.0,2.1,1.9,0.2,3.3,False
20001221,1,3.6,7.0,0.77,1.0211,0.47,0.0,6.1,-0.4,-3.7,3.1,False
20001222,1,2.3,5.0,0.81,1.0183,0.55,0.0,6.8,-2.8,-5.2,1.2,False
20001223,1,2.5,7.0,0.76,1.0115,0.49,0.0,6.8,1.1,-4.2,7.8,False
20001224,7,2.1,5.0,0.79,1.0016,0.21,0.01,0.0,2.2,-1.7,5.8,False
20001225,8,4.8,10.0,0.92,0.9977,0.04,0.0,0.0,-0.2,-1.0,0.8,False
20001226,8,3.9,9.0,0.96,0.9924,0.12,0.14,0.0,-0.9,-1.5,-0.3,False
20001227,8,3.1,7.0,0.98,0.9899,0.09,0.15,0.0,-0.1,-0.8,0.9,False
20001228,6,5.8,13.0,0.92,0.996,0.22,0.11,1.5,0.8,-0.6,3.0,False
20001229,6,5.1,10.0,0.92,0.9983,0.24,0.23,1.7,0.2,-2.2,1.7,False
20001230,7,5.5,11.0,0.94,1.0034,0.07,0.11,0.0,0.6,-0.6,1.3,False
20001231,7,4.1,10.0,0.88,1.0148,0.25,0.0,1.4,1.2,0.0,2.9,False
20010101,8,7.3,15.0,0.82,0.9991,0.08,0.71,0.0,5.0,1.8,7.6,False
20010102,5,7.6,16.0,0.8,0.9948,0.34,0.13,3.8,9.2,7.0,11.7,False
20010103,6,6.8,15.0,0.83,1.0036,0.3,0.23,1.9,6.7,4.7,9.2,False
20010104,7,7.8,18.0,0.81,0.9978,0.16,0.05,0.2,7.9,6.3,9.4,False
20010105,8,7.2,17.0,0.9,0.9898,0.05,1.59,0.0,8.3,6.2,10.4,False
20010106,7,5.6,11.0,0.92,1.0004,0.1,0.64,0.5,6.0,3.6,9.2,False
20010107,5,5.6,12.0,0.88,1.0104,0.2,0.01,1.0,5.0,2.6,6.8,False
20010108,5,5.0,10.0,0.91,1.014,0.37,0.13,3.2,3.8,1.3,6.4,False
20010109,7,3.3,8.0,0.92,1.0151,0.23,0.0,0.4,3.8,0.9,5.8,False
20010110,7,4.1,9.0,0.94,1.0115,0.12,0.41,0.0,2.1,0.3,3.8,False
20010111,8,6.0,11.0,0.93,1.0205,0.13,0.38,0.2,2.5,0.7,3.8,False
20010112,2,4.5,10.0,0.84,1.0274,0.57,0.0,7.2,0.3,-2.3,3.6,False
20010113,1,5.0,11.0,0.78,1.0333,0.61,0.0,7.2,-0.8,-3.0,1.7,False
20010114,1,4.6,10.0,0.88,1.0329,0.67,0.0,7.1,-1.6,-4.1,1.6,False
20010115,0,5.4,11.0,0.65,1.0265,0.61,0.0,7.5,-1.7,-4.6,1.5,False
20010116,1,2.5,7.0,0.74,1.0238,0.58,0.0,7.3,-2.9,-5.7,1.8,False
20010117,2,1.4,3.0,0.85,1.0197,0.58,0.0,7.0,-3.7,-8.0,0.6,False
20010118,8,1.5,4.0,0.93,1.0191,0.26,0.19,0.5,1.1,-3.5,3.5,False
20010119,8,1.2,3.0,0.96,1.022,0.25,0.0,0.0,1.3,0.3,2.9,False
20010120,8,1.5,4.0,0.96,1.0248,0.2,0.12,0.6,0.0,-2.3,1.1,False
20010121,6,3.8,10.0,0.89,1.0215,0.46,1.11,4.1,-0.3,-4.0,2.9,False
20010122,8,5.3,12.0,0.93,1.0065,0.17,0.99,0.3,6.6,2.8,8.7,False
20010123,7,7.2,19.0,0.86,0.9999,0.35,0.14,1.7,8.6,6.4,11.7,False
20010124,6,7.5,21.0,0.85,0.9978,0.28,0.33,0.7,8.6,4.3,12.0,False
20010125,5,5.0,11.0,0.89,1.0033,0.17,0.43,0.0,6.1,4.0,8.0,False
20010126,5,5.6,14.0,0.86,1.0013,0.3,0.02,1.0,5.0,2.7,6.6,False
20010127,6,6.4,17.0,0.87,0.9959,0.17,0.95,0.9,3.9,1.9,5.7,False
20010128,3,2.8,7.0,0.88,1.0043,0.62,0.0,6.0,2.9,-0.8,6.8,False
20010129,6,1.5,4.0,0.95,1.0169,0.27,0.04,1.2,2.9,-0.6,5.2,False
20010130,7,2.1,5.0,0.97,1.0231,0.32,0.0,1.2,1.4,-0.7,3.9,False
20010131,6,1.9,8.0,0.86,1.0243,0.38,0.0,1.3,1.7,-2.1,4.7,False
20010201,8,2.8,8.0,0.99,1.0287,0.42,0.07,1.7,-0.7,-2.0,0.8,False
20010202,8,3.7,8.0,0.95,1.0184,0.18,0.65,0.0,0.2,-0.2,1.4,False
20010203,8,4.6,11.0,0.98,1.0054,0.11,1.05,0.0,4.1,0.3,7.3,False
20010204,8,5.8,15.0,0.93,1.0015,0.11,1.12,0.0,7.0,4.2,10.4,False
20010205,8,9.3,18.0,0.88,0.9966,0.3,0.73,0.5,9.2,7.7,10.7,False
20010206,8,8.6,17.0,0.83,1.0013,0.22,0.45,0.0,10.9,9.5,12.8,False
20010207,8,5.0,13.0,0.88,1.0024,0.48,0.47,2.1,9.8,8.3,11.4,False
20010208,6,8.6,23.0,0.73,0.9969,0.62,0.17,4.0,10.4,6.4,12.8,False
20010209,5,3.0,11.0,0.8,1.0173,0.81,0.05,4.0,3.6,0.5,6.5,False
20010210,5,3.2,12.0,0.83,1.0316,0.63,0.0,4.4,2.9,-2.0,7.3,False
20010211,7,7.6,14.0,0.81,1.0322,0.38,0.0,1.9,9.1,5.9,11.3,False
20010212,8,5.5,12.0,0.85,1.024,0.52,0.66,1.2,10.9,8.0,14.0,False
20010213,5,5.5,14.0,0.86,1.0328,0.41,0.1,2.0,5.4,2.2,8.0,False
20010214,5,3.3,8.0,0.9,1.0338,0.69,0.0,4.4,3.6,0.6,7.0,False
20010215,1,1.5,5.0,0.78,1.0313,1.06,0.0,9.0,5.7,0.0,12.0,False
20010216,5,3.5,9.0,0.91,1.0298,0.66,0.66,5.0,3.5,0.2,7.6,False
20010217,8,4.8,10.0,0.92,1.0377,0.14,0.04,0.0,3.6,2.2,5.7,False
20010218,8,2.5,5.0,0.9,1.0405,0.32,0.0,0.3,2.1,-0.1,3.8,False
20010219,7,3.5,10.0,0.85,1.0368,0.47,0.04,2.4,3.8,1.0,5.5,False
20010220,6,3.3,8.0,0.88,1.0332,0.55,0.02,1.4,4.8,2.7,8.1,False
20010221,8,5.5,10.0,0.96,1.0262,0.16,0.23,0.0,5.2,2.6,7.2,False
20010222,7,4.8,11.0,0.87,1.0156,0.51,0.09,1.7,5.1,3.4,7.0,False
20010223,7,3.5,10.0,0.9,1.0058,0.81,0.45,4.0,2.2,0.0,5.3,False
20010224,4,3.3,10.0,0.82,1.0103,0.88,0.1,4.8,-0.8,-5.5,1.1,False
20010225,6,4.9,11.0,0.81,1.0121,1.36,0.0,7.6,-0.9,-6.1,3.5,False
20010226,5,4.9,10.0,0.81,1.0067,0.96,0.0,4.5,0.8,-1.7,3.9,False
20010227,6,4.0,10.0,0.69,0.9963,0.72,0.0,3.5,2.0,-1.6,4.8,False
20010228,7,3.1,8.0,0.68,0.9939,0.91,0.0,5.8,4.2,1.8,7.1,False
20010301,7,2.9,9.0,0.85,0.9947,0.63,0.03,1.6,2.5,1.2,5.6,False
20010302,7,3.3,7.0,0.88,0.9982,0.77,0.0,3.2,1.9,-0.2,6.0,False
20010303,8,4.5,10.0,0.85,0.9965,0.31,0.0,0.0,-0.1,-0.8,0.4,False
20010304,8,3.1,7.0,0.95,0.9971,0.37,0.15,0.0,1.3,-0.4,3.5,False
20010305,6,3.0,7.0,0.78,1.0185,0.59,0.0,0.9,2.0,0.4,4.7,False
20010306,2,3.6,8.0,0.74,1.0189,1.52,0.0,10.1,4.1,-1.9,10.3,False
20010307,7,3.9,9.0,0.86,1.0099,0.77,0.47,2.0,9.2,3.0,15.4,False
20010308,8,4.1,13.0,0.91,1.0018,0.3,0.14,0.4,9.6,7.5,12.5,False
20010309,7,6.2,14.0,0.87,1.0026,0.64,0.25,1.4,9.9,8.2,11.7,False
20010310,7,6.0,13.0,0.89,1.0032,0.46,0.31,0.3,10.5,8.7,13.0,False
20010311,7,5.7,16.0,0.9,1.0057,0.48,0.23,0.6,11.9,10.0,13.9,False
20010312,6,5.7,17.0,0.8,1.004,0.85,0.32,3.5,8.7,4.5,14.0,False
20010313,6,7.4,17.0,0.87,1.0006,0.64,0.55,2.3,5.7,3.4,9.1,False
20010314,6,6.0,13.0,0.82,1.008,0.99,0.01,4.6,6.1,3.6,9.5,False
20010315,8,1.6,4.0,0.91,1.0091,0.72,0.21,0.6,7.4,5.0,10.2,False
20010316,7,3.8,10.0,0.89,1.0086,0.93,0.0,2.4,9.6,7.1,12.7,False
20010317,8,2.7,8.0,0.93,1.0006,0.42,0.0,0.0,7.0,5.4,8.8,False
20010318,8,5.4,14.0,0.92,0.998,0.44,1.21,0.7,7.8,3.1,9.9,False
20010319,6,5.3,15.0,0.81,1.0125,0.94,0.21,3.2,2.7,-1.3,5.3,False
20010320,6,5.2,11.0,0.69,1.0145,1.03,0.0,3.1,1.9,-2.5,4.3,False
20010321,8,4.8,13.0,0.94,1.0002,0.39,1.32,0.4,5.2,0.7,10.2,False
20010322,8,3.0,9.0,0.95,1.0001,0.47,0.17,0.1,7.1,4.7,9.6,False
20010323,7,5.5,20.0,0.88,1.0018,0.4,0.67,1.4,10.2,6.6,14.3,False
20010324,7,4.2,10.0,0.89,1.0001,0.77,0.91,0.8,9.2,4.6,11.8,False
20010325,8,5.5,11.0,0.93,0.9986,0.16,0.8,0.0,3.0,1.9,4.7,False
20010326,8,2.9,6.0,0.84,1.0109,0.42,0.0,0.0,2.4,1.1,3.7,False
20010327,7,5.1,10.0,0.77,1.0119,1.28,0.0,3.9,4.2,2.5,7.2,False
20010328,7,6.0,15.0,0.76,1.0019,1.41,0.17,4.8,8.1,3.3,14.3,False
20010329,6,5.0,14.0,0.91,0.9973,0.79,1.51,1.7,6.4,2.2,10.2,False
20010330,6,3.5,10.0,0.87,1.0135,0.96,0.59,2.5,6.7,2.6,10.9,False
20010331,5,5.5,13.0,0.75,1.0221,1.37,0.0,5.4,9.6,3.9,14.4,False
20010401,5,3.0,7.0,0.76,1.0233,1.76,0.0,7.6,12.7,8.5,18.2,True
20010402,3,4.1,9.0,0.59,1.0146,2.27,0.0,11.8,15.4,6.3,22.2,True
20010403,6,5.6,15.0,0.72,1.0144,1.1,0.0,3.1,12.2,9.7,16.1,False
20010404,7,7.0,19.0,0.76,1.0067,0.93,0.39,2.5,9.1,4.6,12.6,False
20010405,6,7.5,17.0,0.78,1.0125,1.14,0.21,3.7,7.3,4.7,11.5,False
20010406,7,8.0,14.0,0.82,1.0047,0.9,0.16,1.1,11.2,8.1,13.9,False
20010407,6,5.4,17.0,0.75,1.0029,1.4,0.14,5.7,8.9,6.6,12.9,False
20010408,7,3.1,11.0,0.8,1.0162,0.95,0.03,1.6,7.4,4.9,11.5,False
20010409,8,3.8,9.0,0.89,1.0157,0.58,0.03,0.0,8.5,4.8,10.6,False
20010410,8,4.2,12.0,0.91,1.0105,0.86,1.28,1.7,8.4,6.5,10.8,False
20010411,7,3.1,10.0,0.9,1.0211,0.51,0.25,0.0,7.8,4.7,10.8,False
20010412,5,3.6,12.0,0.79,1.0283,1.11,0.0,2.8,5.0,0.9,8.7,False
20010413,5,3.9,13.0,0.69,1.0291,1.12,0.01,1.6,2.9,-0.3,7.7,False
20010414,5,4.3,13.0,0.73,1.0254,1.77,0.91,6.1,1.7,-2.5,5.4,False
20010415,7,5.4,13.0,0.88,1.0081,0.97,1.23,2.2,7.4,3.0,10.4,False
20010416,7,4.0,13.0,0.87,1.0141,1.21,0.23,2.7,6.4,4.2,10.0,False
20010417,7,3.8,10.0,0.76,1.0166,1.02,0.01,1.0,6.1,4.2,8.0,False
20010418,6,5.7,13.0,0.8,1.006,1.29,0.52,4.0,4.7,1.2,8.3,False
20010419,6,5.1,15.0,0.87,1.0081,1.76,0.12,6.0,3.2,1.4,7.2,False
20010420,6,3.2,8.0,0.84,1.0085,1.56,0.04,3.2,3.6,1.0,8.4,False
20010421,4,3.6,10.0,0.77,1.0111,1.75,0.0,5.0,5.1,-0.2,10.6,False
20010422,3,2.0,6.0,0.68,1.0073,2.52,0.0,9.3,6.9,-0.1,12.5,False
20010423,7,1.7,5.0,0.63,1.005,1.33,0.0,2.0,8.9,4.9,13.5,False
20010424,6,4.3,13.0,0.72,1.0078,1.61,0.74,5.1,10.2,2.5,15.7,False
20010425,7,5.0,22.0,0.85,1.0088,1.13,0.19,2.6,10.3,7.6,14.9,False
20010426,5,6.6,14.0,0.78,1.0144,1.47,0.05,4.8,10.1,7.6,14.6,False
20010427,8,3.7,10.0,0.91,1.0143,0.82,0.61,0.0,9.4,6.5,11.5,False
20010428,6,6.2,15.0,0.82,1.0088,1.47,0.33,4.0,10.9,8.3,15.1,False
20010429,7,3.5,11.0,0.82,1.008,1.74,0.74,3.7,12.0,7.8,16.7,False
20010430,6,2.5,9.0,0.79,1.0101,2.02,0.0,4.9,14.9,9.1,19.8,True
20010501,7,3.9,9.0,0.89,1.0169,0.79,0.05,0.3,13.1,9.4,17.1,False
20010502,7,4.1,9.0,0.74,1.0152,2.4,0.0,8.2,15.3,8.6,22.2,True
20010503,6,3.8,12.0,0.86,1.0049,1.76,0.51,4.8,15.6,11.0,21.2,False
20010504,8,4.3,11.0,0.9,1.0097,0.29,0.18,0.0,9.1,7.9,11.0,False
20010505,6,7.5,14.0,0.69,1.016,1.81,0.0,2.7,8.4,5.4,12.3,False
20010506,7,4.8,11.0,0.73,1.0203,1.7,0.0,3.7,9.3,3.5,13.5,False
20010507,5,5.5,14.0,0.64,1.0234,2.73,0.0,7.9,12.3,8.9,16.5,False
20010508,5,3.9,8.0,0.75,1.0254,1.72,0.0,3.1,11.5,7.0,16.4,False
20010509,2,4.3,11.0,0.7,1.0199,2.96,0.0,13.3,16.8,8.5,23.6,True
20010510,1,4.8,10.0,0.56,1.018,3.13,0.0,14.0,19.1,12.6,24.6,True
20010511,1,3.3,8.0,0.53,1.0199,3.12,0.0,12.8,18.8,11.3,25.2,True
20010512,2,3.7,9.0,0.55,1.0182,3.15,0.0,14.0,18.6,11.7,24.0,True
20010513,5,2.5,7.0,0.52,1.0106,3.0,0.0,13.3,19.3,10.9,26.0,True
20010514,7,3.8,9.0,0.85,1.0068,1.46,0.65,2.5,14.6,10.5,21.2,False
20010515,5,3.4,12.0,0.78,1.0062,2.78,0.36,10.7,14.5,8.1,20.3,False
20010516,4,6.7,19.0,0.82,1.0055,1.69,0.55,6.7,13.7,11.6,18.4,False
20010517,5,7.0,17.0,0.69,1.0079,2.11,0.08,7.1,13.1,8.3,17.1,False
20010518,7,5.3,11.0,0.85,1.0173,0.53,0.04,0.2,10.4,7.6,12.9,False
20010519,5,3.0,11.0,0.72,1.0242,1.8,0.0,5.2,12.5,8.0,17.3,False
20010520,1,2.8,10.0,0.67,1.0259,3.23,0.0,13.7,12.5,5.2,18.0,True
20010521,3,4.9,10.0,0.7,1.0235,3.14,0.0,12.8,13.2,8.2,18.7,True
20010522,4,4.8,12.0,0.65,1.022,3.26,0.0,14.3,13.7,7.0,19.7,True
20010523,0,3.9,10.0,0.58,1.0223,3.31,0.0,14.6,16.8,8.2,23.0,True
20010524,1,3.1,9.0,0.57,1.0208,3.24,0.0,14.4,18.6,11.7,24.9,True
20010525,2,3.0,7.0,0.61,1.0205,3.17,0.0,11.0,16.6,10.3,23.4,True
20010526,6,2.3,8.0,0.54,1.0197,2.83,0.0,9.1,19.5,9.9,25.6,True
20010527,7,4.7,11.0,0.69,1.0221,2.05,0.0,4.4,18.1,15.1,20.8,True
20010528,7,6.0,13.0,0.7,1.0215,2.01,0.0,5.5,19.7,15.0,25.1,True
20010529,6,4.8,11.0,0.57,1.0204,3.23,0.0,12.5,18.9,13.1,23.5,True
20010530,5,1.9,6.0,0.61,1.0172,2.47,0.0,6.7,17.4,10.9,23.3,True
20010531,5,4.7,13.0,0.65,1.0162,2.48,0.0,8.4,14.5,10.9,18.7,True
20010601,6,4.4,11.0,0.68,1.0197,2.09,0.11,5.3,13.5,10.3,17.6,False
20010602,7,6.1,16.0,0.91,1.0102,0.72,0.67,0.9,11.2,7.4,13.7,False
20010603,6,5.3,18.0,0.75,1.0188,1.98,0.13,4.8,9.5,6.6,13.0,False
20010604,7,4.1,11.0,0.74,1.0244,1.51,0.0,1.7,11.7,6.7,15.8,False
20010605,5,3.3,10.0,0.59,1.0186,3.26,0.0,12.5,16.3,8.4,22.1,True
20010606,7,4.9,14.0,0.66,1.0123,2.29,0.02,5.3,16.6,12.6,20.9,False
20010607,7,5.7,14.0,0.79,1.012,1.05,0.7,1.0,13.0,10.3,16.2,False
20010608,7,3.4,7.0,0.69,1.0126,1.77,0.0,2.8,12.8,8.3,16.5,False
20010609,5,2.0,8.0,0.59,1.0144,3.16,0.0,11.5,12.6,5.3,17.8,False
20010610,7,2.4,13.0,0.69,1.0139,1.96,0.3,4.9,12.4,9.2,18.2,False
20010611,5,3.4,12.0,0.71,1.0203,2.39,0.08,6.2,12.6,8.8,17.5,False
20010612,5,3.6,8.0,0.64,1.0196,2.39,0.0,8.3,14.6,8.6,18.6,True
20010613,6,1.8,7.0,0.68,1.0155,2.23,0.0,5.7,15.5,8.7,20.3,True
20010614,5,1.6,6.0,0.64,1.0146,2.64,0.0,9.0,17.5,12.3,22.5,True
20010615,6,4.7,16.0,0.71,1.0102,1.96,0.03,4.4,17.3,12.3,23.0,False
20010616,4,4.5,20.0,0.79,1.0075,2.4,1.22,7.7,15.9,11.4,21.7,False
20010617,7,4.4,13.0,0.92,1.0097,1.18,1.75,2.2,14.3,12.4,18.3,False
20010618,7,4.2,11.0,0.85,1.0231,0.91,0.07,0.1,13.1,10.1,15.3,False
20010619,4,2.1,7.0,0.68,1.0276,3.26,0.0,10.2,13.3,8.5,18.4,True
20010620,5,3.7,9.0,0.63,1.0202,3.28,0.0,12.1,16.9,8.5,22.8,True
20010621,4,4.3,11.0,0.65,1.0151,2.72,0.0,8.2,15.7,9.7,20.6,True
20010622,5,4.0,11.0,0.7,1.0166,2.05,0.0,4.6,13.8,9.0,18.9,True
20010623,3,1.5,5.0,0.68,1.0198,2.7,0.0,9.7,15.1,7.9,21.2,True
20010624,2,1.5,5.0,0.61,1.0214,2.86,0.0,10.6,19.9,10.7,26.0,True
20010625,3,3.1,9.0,0.58,1.0231,3.2,0.0,14.0,20.7,15.3,26.9,True
20010626,3,3.3,9.0,0.54,1.0169,3.26,0.0,14.1,23.1,14.1,31.2,True
20010627,7,3.6,13.0,0.7,1.0128,1.62,0.04,4.3,21.0,17.6,25.3,False
20010628,5,4.6,10.0,0.67,1.0186,2.66,0.0,6.6,18.9,15.2,23.5,True
20010629,5,3.3,9.0,0.68,1.0219,2.74,0.0,10.3,20.9,16.2,24.8,True
20010630,6,3.1,13.0,0.72,1.0203,1.45,0.8,3.7,19.9,15.4,23.8,False
20010701,4,4.1,10.0,0.68,1.0263,2.54,0.0,8.1,18.6,13.4,23.8,True
20010702,5,1.8,6.0,0.74,1.0278,1.2,0.0,0.5,18.1,14.4,21.1,True
20010703,0,4.3,10.0,0.62,1.0192,3.46,0.0,15.2,20.6,13.6,26.7,True
20010704,1,5.4,12.0,0.51,1.0113,3.52,0.0,15.2,22.3,14.4,28.7,True
20010705,4,3.9,9.0,0.57,1.0109,2.82,0.0,10.4,24.5,17.1,31.6,True
20010706,6,2.8,9.0,0.7,1.0084,2.26,0.72,5.3,22.9,19.3,29.7,False
20010707,7,5.4,16.0,0.83,1.0058,1.91,1.03,3.6,19.4,16.6,23.9,False
20010708,8,6.2,13.0,0.89,1.0107,0.37,0.38,0.0,16.5,15.2,17.4,False
20010709,6,5.0,11.0,0.75,1.0151,2.22,0.0,5.2,16.9,12.8,22.0,True
20010710,7,5.7,16.0,0.71,1.0099,2.23,0.18,4.3,19.1,13.3,25.4,False
20010711,3,8.8,18.0,0.67,1.0113,2.56,0.1,10.3,16.3,13.6,19.9,False
20010712,5,6.2,12.0,0.74,1.0121,1.7,0.03,5.3,15.2,12.0,20.1,False
