DATE,MUENCHEN_cloud_cover,MUENCHEN_wind_speed,MUENCHEN_wind_gust,MUENCHEN_humidity,MUENCHEN_pressure,MUENCHEN_global_radiation,MUENCHEN_precipitation,MUENCHEN_sunshine,MUENCHEN_temp_mean,MUENCHEN_temp_min,MUENCHEN_temp_max,MUENCHEN_picnic_weather
20001005,8,2.3,6.3,0.97,1.0183,0.42,0.73,0.0,11.3,10.6,12.2,False
20001006,8,2.9,13.7,0.99,1.0216,0.42,1.59,0.0,8.1,6.7,11.4,False
20001007,8,1.9,5.3,0.99,1.0251,0.41,1.0,0.0,5.4,5.1,6.8,False
20001008,7,1.7,6.1,0.89,1.0216,0.6,0.32,0.6,8.0,5.0,11.3,False
20001009,5,2.6,10.6,0.91,1.0127,0.78,0.0,1.7,8.4,6.5,12.5,False
20001010,7,3.0,12.8,0.78,1.0012,0.49,0.0,0.2,8.0,4.5,13.3,False
20001011,7,2.3,8.2,0.82,0.9942,0.48,0.34,0.2,9.6,5.4,14.1,False
20001012,7,2.5,8.9,0.89,1.0023,0.89,0.01,2.8,11.2,8.5,15.1,False
20001013,7,2.4,8.1,0.9,1.0103,1.19,0.0,5.9,13.3,8.8,16.9,False
20001014,8,1.3,6.0,0.95,1.0142,0.88,0.0,2.9,11.6,9.2,16.1,False
20001015,5,2.7,9.2,0.68,1.007,1.19,0.0,6.2,16.9,9.2,25.6,True
20001016,3,2.4,11.4,0.77,1.0116,1.35,0.0,8.3,14.0,10.6,19.7,True
20001017,8,2.3,7.5,0.87,1.024,0.47,0.02,0.3,11.7,11.1,14.4,False
20001018,7,1.3,5.6,0.93,1.0256,0.35,0.14,0.0,10.6,9.5,12.8,False
20001019,8,1.4,4.3,0.96,1.0227,0.35,0.41,0.0,10.8,9.1,11.8,False
20001020,5,1.7,5.8,0.93,1.0226,0.7,0.0,1.9,10.6,8.6,14.9,False
20001021,7,1.2,4.0,0.94,1.0256,0.81,0.0,3.0,9.4,7.8,13.5,False
20001022,8,1.3,3.7,0.99,1.0304,0.33,0.0,0.0,8.8,6.5,9.9,False
20001023,3,1.4,5.1,0.89,1.027,1.0,0.0,5.2,9.6,7.5,16.2,False
20001024,5,2.7,9.4,0.87,1.0228,0.6,0.03,1.4,12.6,6.7,16.4,False
20001025,6,3.2,12.7,0.72,1.0167,1.04,0.0,6.1,14.7,10.8,18.8,True
20001026,7,3.8,11.8,0.79,1.0155,0.31,0.34,0.0,11.4,8.4,14.9,False
20001027,7,2.8,8.4,0.81,1.021,0.45,0.0,0.5,9.8,7.7,11.6,False
20001028,5,1.5,5.4,0.71,1.019,0.94,0.0,5.3,12.0,8.5,17.0,False
20001029,6,2.9,12.1,0.72,1.0179,0.6,0.0,1.7,10.8,7.0,14.7,False
20001030,6,2.3,6.6,0.74,1.0078,1.06,0.0,7.2,10.9,6.3,15.0,False
20001031,7,2.9,9.9,0.95,1.0048,0.29,0.48,0.0,7.5,6.9,10.9,False
20001101,2,3.4,11.3,0.71,1.0095,1.06,0.0,7.6,8.6,6.3,13.0,False
20001102,5,2.9,8.8,0.61,1.0066,1.04,0.02,7.5,10.2,5.2,14.6,False
20001103,7,2.9,12.1,0.75,1.0016,0.83,0.23,4.7,10.1,8.1,20.1,False
20001104,6,2.7,8.1,0.94,1.0123,0.27,0.19,0.0,5.5,4.5,8.1,False
20001105,3,2.7,7.3,0.82,1.0144,0.96,0.0,6.9,5.5,3.1,11.1,False
20001106,7,3.3,10.1,0.69,0.9918,0.48,0.38,1.2,8.3,2.4,14.9,False
20001107,6,1.5,8.1,0.9,0.99,0.88,0.0,6.1,7.6,3.4,12.9,False
20001108,3,2.3,7.8,0.8,0.9994,0.81,0.0,5.2,7.0,5.3,12.3,False
20001109,7,2.5,8.1,0.71,1.0112,0.68,0.0,3.6,8.4,5.2,11.1,False
20001110,5,2.5,7.4,0.72,1.0212,0.88,0.01,6.6,6.7,3.7,11.4,False
20001111,2,2.2,7.5,0.69,1.0248,0.96,0.0,8.0,6.1,4.2,11.4,False
20001112,6,2.2,8.3,0.6,1.0146,0.88,0.0,6.8,6.8,-0.8,12.6,False
20001113,5,2.2,7.5,0.63,1.0031,0.79,0.0,5.6,12.8,3.7,19.2,True
20001114,8,2.7,10.1,0.95,1.008,0.24,0.44,0.0,6.9,5.1,14.6,False
20001115,7,1.4,5.1,0.85,1.0174,0.41,0.05,1.0,7.2,4.5,9.4,False
20001116,6,2.3,6.9,0.88,1.0152,0.59,0.13,3.1,7.0,5.2,9.8,False
20001117,8,2.9,7.3,0.99,1.0132,0.23,0.35,0.0,3.8,3.2,6.9,False
20001118,5,2.5,8.6,0.87,1.0183,0.44,0.0,1.5,2.8,2.0,5.3,False
20001119,3,1.5,4.5,0.82,1.0098,0.9,0.0,8.5,3.6,-2.4,9.4,False
20001120,7,2.0,6.2,0.82,1.0068,0.42,0.47,1.3,6.0,2.3,9.5,False
20001121,5,1.9,5.0,0.98,1.0099,0.21,0.36,0.0,3.9,3.4,5.3,False
20001122,5,1.5,6.1,0.86,1.0139,0.47,0.0,2.0,5.5,1.9,10.4,False
20001123,6,2.1,6.6,0.87,1.0086,0.3,0.0,0.4,4.5,2.8,7.7,False
20001124,8,1.9,11.6,0.98,1.0106,0.21,1.08,0.0,5.4,3.1,7.4,False
20001125,8,1.9,5.8,0.99,1.0122,0.21,0.17,0.0,2.1,1.0,4.6,False
20001126,7,4.1,16.7,0.86,1.008,0.43,0.01,1.8,5.5,-0.1,9.3,False
20001127,6,3.2,12.1,0.78,1.0199,0.46,0.13,2.1,5.2,3.6,7.8,False
20001128,6,1.8,5.5,0.96,1.0208,0.2,0.31,0.0,7.8,3.0,11.4,False
20001129,6,1.4,3.5,0.92,1.0173,0.72,0.0,6.5,4.6,2.4,11.1,False
20001130,7,1.2,4.3,0.92,1.0206,0.45,0.0,2.2,4.9,1.9,11.2,False
20001201,7,1.5,4.6,0.95,1.0204,0.54,0.0,3.5,2.9,-0.3,7.0,False
20001202,6,1.6,5.8,0.95,1.0204,0.54,0.0,3.5,4.3,0.1,9.7,False
20001203,7,1.3,6.0,0.95,1.0214,0.45,0.0,2.2,6.1,0.4,9.1,False
20001204,8,1.3,6.2,0.99,1.0217,0.2,0.0,0.0,4.3,3.6,7.3,False
20001205,5,2.1,6.6,0.88,1.0217,0.73,0.0,7.5,4.6,2.1,10.4,False
20001206,7,1.6,4.5,0.95,1.0201,0.6,0.0,4.9,2.5,0.5,5.5,False
20001207,6,2.0,6.2,0.95,1.0153,0.6,0.0,4.9,4.4,1.4,8.5,False
20001208,5,1.7,6.9,0.9,1.0117,0.46,0.68,2.6,7.8,3.4,10.0,False
20001209,6,1.8,5.3,0.9,1.0182,0.26,0.11,0.3,8.7,7.5,11.1,False
20001210,6,4.6,16.9,0.74,1.0208,0.3,0.2,0.6,9.3,6.5,11.5,False
20001211,5,4.6,19.0,0.56,1.0262,0.56,0.0,4.4,10.8,9.2,14.5,False
20001212,6,2.4,7.9,0.58,1.0243,0.52,0.0,3.7,11.2,8.9,16.5,False
20001213,6,5.1,15.8,0.54,1.0196,0.51,0.0,3.5,11.2,8.5,13.6,False
20001214,6,4.3,11.6,0.66,1.0126,0.19,0.13,0.0,7.4,6.1,10.0,False
20001215,6,5.3,17.1,0.81,1.0071,0.38,0.04,1.5,4.7,3.2,7.9,False
20001216,8,5.2,14.8,0.91,1.0132,0.19,0.24,0.0,2.0,0.7,3.6,False
20001217,7,3.7,10.3,0.86,1.016,0.24,0.03,0.2,3.5,1.4,4.7,False
20001218,7,2.1,7.4,0.84,1.0212,0.5,1.47,3.5,3.2,1.4,7.0,False
20001219,8,2.5,8.2,0.99,1.0222,0.19,0.56,0.0,3.1,1.7,5.2,False
20001220,7,4.6,10.9,0.9,1.025,0.19,0.0,0.0,-1.0,-1.7,1.8,False
20001221,8,3.2,8.4,0.97,1.0265,0.19,0.0,0.0,-4.2,-4.6,-1.7,False
20001222,4,3.3,8.6,0.91,1.0247,0.47,0.0,2.9,-4.8,-6.1,-1.9,False
20001223,3,1.2,4.0,0.87,1.0175,0.66,0.0,6.7,-2.9,-7.3,2.9,False
20001224,4,1.2,5.1,0.93,1.0086,0.6,0.0,5.4,-2.8,-8.1,3.3,False
20001225,7,1.0,4.8,0.93,0.9975,0.26,0.11,0.3,0.5,-2.9,1.6,False
20001226,4,1.5,5.0,0.86,0.9938,0.58,0.0,4.8,3.5,0.3,10.9,False
20001227,5,1.6,5.6,0.87,0.9936,0.63,0.11,5.8,0.8,-1.7,10.1,False
20001228,5,2.1,13.5,0.98,0.9983,0.19,0.59,0.0,1.6,-2.0,3.6,False
20001229,8,2.1,6.7,0.98,1.0011,0.19,0.15,0.0,-0.7,-2.6,0.5,False
20001230,7,3.3,10.2,0.86,1.004,0.38,0.12,1.5,-0.4,-1.5,2.4,False
20001231,4,3.6,12.6,0.88,1.0186,0.48,0.01,2.9,-2.7,-4.8,1.4,False
20010101,6,1.9,7.7,0.77,1.0122,0.53,0.0,3.7,-0.6,-6.3,3.1,False
20010102,7,2.0,7.8,0.81,1.0062,0.34,0.11,0.9,5.4,-0.4,7.7,False
20010103,5,3.8,15.7,0.84,1.0113,0.52,0.0,3.4,5.1,3.6,8.8,False
20010104,6,2.9,9.9,0.87,1.0092,0.2,0.11,0.0,4.2,0.9,6.4,False
20010105,7,2.4,8.4,0.67,1.0045,0.2,0.04,0.0,5.9,2.1,7.5,False
20010106,8,2.1,13.5,0.95,1.0057,0.2,1.14,0.0,5.2,4.1,9.6,False
20010107,8,0.7,6.1,0.99,1.0154,0.2,2.28,0.0,0.5,0.3,4.1,False
20010108,8,0.8,3.4,0.99,1.015,0.21,0.81,0.0,0.6,0.3,1.2,False
20010109,3,2.1,6.7,0.89,1.0182,0.7,0.0,6.4,1.1,-0.6,4.8,False
20010110,7,1.2,4.9,0.92,1.0168,0.34,0.14,0.7,2.4,-3.3,4.4,False
20010111,8,1.8,7.1,0.99,1.0195,0.21,0.2,0.0,3.1,1.7,5.6,False
20010112,5,3.3,9.3,0.96,1.0255,0.4,0.0,1.3,-1.0,-3.0,1.7,False
20010113,4,4.6,12.0,0.81,1.0318,0.72,0.0,6.3,-4.8,-5.9,-1.8,False
20010114,2,4.4,10.9,0.83,1.032,0.77,0.0,7.2,-5.2,-7.2,-2.5,False
20010115,0,2.5,9.3,0.75,1.0278,0.83,0.0,8.2,-6.2,-7.8,-1.2,False
20010116,2,1.1,3.5,0.88,1.0264,0.7,0.0,5.5,-6.7,-10.3,-2.5,False
20010117,1,1.6,3.9,0.74,1.0233,0.83,0.0,7.8,-3.2,-8.3,2.2,False
20010118,7,1.4,3.2,0.91,1.0234,0.34,0.0,0.5,-4.4,-6.9,-2.0,False
20010119,3,1.3,3.9,0.85,1.0237,0.8,0.04,6.9,-2.7,-7.2,1.2,False
20010120,6,1.4,4.0,0.93,1.0259,0.24,0.02,0.0,-1.0,-3.5,1.3,False
20010121,7,1.7,5.1,0.92,1.0276,0.4,0.01,0.9,-1.4,-4.3,1.6,False
20010122,5,2.1,5.9,0.88,1.0171,0.59,0.13,3.0,1.9,-2.2,8.5,False
20010123,6,2.4,12.0,0.76,1.0115,0.76,0.01,5.6,5.8,-1.6,10.4,False
20010124,7,2.7,9.6,0.74,1.0072,0.35,0.29,0.4,6.9,3.9,10.7,False
20010125,6,2.9,13.3,0.9,1.0087,0.8,0.4,5.9,5.4,1.7,10.5,False
20010126,4,2.7,9.7,0.91,1.0097,0.47,0.0,1.3,3.2,1.8,6.6,False
20010127,5,4.8,21.3,0.69,1.0032,0.5,0.01,1.5,2.6,0.6,5.1,False
20010128,5,2.2,6.9,0.67,1.0049,0.91,0.0,7.3,1.2,-0.9,6.5,False
20010129,4,1.4,5.0,0.9,1.0143,0.91,0.0,7.1,-0.8,-3.0,3.2,False
20010130,7,1.1,4.0,0.91,1.0217,0.27,0.01,0.0,0.2,-3.0,1.5,False
20010131,8,1.8,6.7,0.84,1.0219,0.48,0.02,1.1,-0.5,-1.2,2.4,False
20010201,7,3.0,8.2,0.9,1.0254,0.5,0.19,1.2,-2.1,-3.4,-0.3,False
20010202,7,3.7,10.3,0.89,1.0223,0.61,0.95,2.2,-2.3,-3.8,-0.7,False
20010203,8,4.7,13.2,0.96,1.0112,0.29,1.26,0.0,2.6,-2.7,4.1,False
20010204,6,4.1,12.8,0.89,1.0081,0.42,0.29,0.5,7.0,3.3,10.7,False
20010205,6,5.7,22.5,0.64,1.0067,0.39,0.02,0.3,8.8,5.2,10.2,False
20010206,5,2.8,10.0,0.55,1.0113,0.91,0.0,5.6,10.4,8.0,16.7,False
20010207,5,2.1,6.1,0.52,1.0094,0.98,0.0,6.5,10.9,4.4,18.3,True
20010208,7,2.3,12.9,0.48,1.0039,0.39,0.15,0.2,9.8,6.0,12.9,False
20010209,8,3.6,10.0,0.96,1.0153,0.31,0.5,0.0,5.0,3.5,12.5,False
20010210,5,1.8,5.1,0.9,1.0334,0.56,0.0,1.2,3.8,2.7,6.3,False
20010211,3,1.4,5.3,0.72,1.0396,1.16,0.0,8.5,5.0,-1.4,11.9,False
20010212,6,1.4,5.3,0.47,1.0308,1.08,0.0,7.0,8.9,0.6,14.4,False
20010213,8,2.5,8.7,0.88,1.0266,0.33,0.35,0.0,4.8,3.8,9.9,False
20010214,1,3.2,8.4,0.84,1.0318,1.14,0.0,7.4,3.0,0.2,7.3,False
20010215,1,2.2,7.4,0.77,1.0314,1.3,0.0,9.7,3.8,-0.9,10.1,False
20010216,0,2.2,7.8,0.79,1.029,1.3,0.02,9.4,5.6,0.3,11.9,False
20010217,8,2.4,8.3,0.94,1.0314,0.36,0.0,0.0,3.5,2.8,5.2,False
20010218,5,2.8,8.8,0.88,1.0357,0.89,0.0,3.6,2.3,0.8,5.2,False
20010219,7,3.0,9.6,0.76,1.0345,0.93,0.18,3.9,2.7,-0.2,4.6,False
20010220,8,4.7,14.4,0.88,1.0303,0.37,0.04,0.0,1.8,0.9,3.1,False
20010221,8,6.1,16.1,0.81,1.0261,0.49,0.4,0.3,3.0,0.6,4.9,False
20010222,7,6.4,16.0,0.89,1.0141,0.58,0.45,0.7,3.2,0.3,3.8,False
20010223,8,4.5,19.9,0.92,1.004,0.39,0.26,0.0,0.6,-0.6,4.1,False
20010224,7,1.4,4.6,0.84,1.0078,0.46,0.02,0.1,-1.2,-2.6,0.3,False
20010225,5,2.0,6.4,0.88,1.0115,0.55,0.13,0.4,-3.4,-4.8,-1.1,False
20010226,6,3.5,10.6,0.74,1.011,1.21,0.0,6.0,-2.4,-6.1,0.5,False
20010227,2,3.4,8.4,0.57,1.0033,1.53,0.0,10.0,-0.1,-4.8,5.0,False
20010228,5,2.4,6.1,0.71,0.9964,0.92,0.0,2.7,-0.2,-2.7,4.5,False
20010301,6,3.7,12.5,0.73,0.9986,1.27,0.24,5.9,1.7,-1.6,5.7,False
20010302,6,3.2,10.8,0.69,1.0002,1.47,0.13,7.8,2.7,-1.0,6.7,False
20010303,8,1.6,6.3,1.0,0.9928,0.43,0.49,0.0,2.4,0.8,3.7,False
20010304,8,3.5,13.2,0.97,0.9991,0.44,2.11,0.0,4.2,1.9,6.1,False
20010305,7,3.2,9.5,0.89,1.0163,0.58,0.0,0.4,3.4,0.7,6.1,False
20010306,4,2.9,7.9,0.81,1.0227,1.28,0.0,5.3,3.0,-0.7,8.1,False
20010307,7,1.6,4.9,0.84,1.0166,0.77,0.0,1.3,5.6,-1.1,8.8,False
20010308,7,1.9,6.2,0.84,1.006,1.22,0.3,4.5,9.0,3.1,13.7,False
20010309,7,3.3,8.2,0.86,1.0086,0.47,0.14,0.0,8.2,6.5,9.6,False
20010310,7,2.8,9.8,0.9,1.0097,0.95,0.22,2.2,8.3,5.8,13.6,False
20010311,7,4.6,13.6,0.86,1.0125,0.86,0.53,1.6,10.3,8.4,14.2,False
20010312,8,2.8,9.5,0.78,1.0075,0.91,0.79,1.8,11.6,9.2,17.9,False
20010313,7,4.9,9.7,0.69,1.0073,1.18,0.2,3.6,7.6,5.2,9.6,False
20010314,7,5.6,17.6,0.94,1.0119,0.93,0.51,1.8,4.0,3.4,7.9,False
20010315,6,5.8,18.7,0.85,1.0126,1.17,0.0,3.4,9.4,3.3,12.0,False
20010316,1,2.0,6.8,0.75,1.0102,2.01,0.0,10.7,11.9,7.2,18.5,True
20010317,8,2.5,8.5,0.88,1.0019,0.75,0.43,0.7,9.4,8.2,12.0,False
20010318,6,4.1,13.6,0.63,1.0051,1.54,0.15,6.0,10.2,6.7,13.2,False
20010319,6,6.0,18.6,0.67,1.0109,0.83,0.03,1.0,5.8,4.1,9.9,False
20010320,8,2.2,8.2,0.83,1.016,0.77,2.09,0.7,2.1,0.3,6.2,False
20010321,8,3.3,13.3,0.91,1.005,0.55,0.94,0.0,8.5,1.2,11.5,False
20010322,7,6.3,20.4,0.89,1.0018,0.94,0.94,1.4,9.0,7.1,14.3,False
20010323,6,2.6,15.8,0.89,1.0084,0.98,1.02,1.6,11.5,6.8,17.4,False
20010324,7,2.1,8.0,0.85,1.0026,1.01,0.31,1.7,13.3,9.8,17.2,False
20010325,8,3.7,14.2,0.87,0.9981,0.77,0.32,0.5,9.8,9.3,13.3,False
20010326,7,4.4,13.9,0.85,1.0085,0.58,0.0,0.0,2.6,0.0,9.7,False
20010327,7,2.3,5.8,0.89,1.0144,0.65,0.0,0.1,2.6,1.0,5.1,False
20010328,5,2.6,9.9,0.81,1.0113,1.64,0.0,5.6,6.4,0.0,12.1,False
20010329,7,3.2,9.7,0.78,1.0039,1.58,0.69,5.0,7.8,3.6,13.2,False
20010330,7,2.7,8.5,0.89,1.0135,0.8,0.05,0.5,6.6,4.5,9.2,False
20010331,3,1.8,5.7,0.76,1.0256,2.04,0.0,8.4,7.6,3.0,13.1,False
20010401,1,1.7,6.1,0.65,1.0262,2.49,0.0,12.3,9.7,2.4,16.6,False
20010402,5,1.7,5.4,0.62,1.02,2.45,0.0,11.7,11.5,3.5,18.8,True
20010403,4,3.3,12.4,0.57,1.0177,2.0,0.0,7.7,13.3,8.7,18.4,True
20010404,6,3.4,22.1,0.69,1.012,2.14,0.07,8.7,11.6,5.6,21.1,False
20010405,4,4.4,15.0,0.59,1.0183,1.89,0.0,6.6,7.0,3.3,10.6,False
20010406,7,4.3,15.0,0.64,1.0134,1.18,0.61,1.9,9.9,5.9,13.8,False
20010407,8,2.9,10.8,0.97,1.0073,0.66,0.94,0.0,7.2,4.6,9.5,False
20010408,7,2.6,10.0,0.85,1.0174,1.41,0.32,3.1,6.6,3.9,10.4,False
20010409,6,3.3,10.7,0.76,1.021,1.51,0.16,3.6,7.1,4.7,10.6,False
20010410,8,3.7,12.5,0.89,1.0138,1.02,0.28,1.0,8.0,5.9,11.6,False
20010411,8,3.1,7.5,0.91,1.0169,0.98,0.05,0.8,7.3,5.6,10.2,False
20010412,7,3.9,10.8,0.74,1.0226,1.08,0.0,1.2,7.0,4.4,9.8,False
20010413,5,4.2,12.6,0.58,1.0248,1.79,0.0,5.1,2.1,-1.2,4.9,False
20010414,6,2.7,8.7,0.63,1.0252,1.74,0.06,4.7,0.9,-2.3,5.0,False
20010415,8,6.1,16.3,0.9,1.0128,0.71,0.83,0.0,2.5,-0.1,4.7,False
20010416,7,3.8,13.0,0.89,1.0126,1.48,0.1,3.0,5.1,2.8,9.6,False
20010417,7,3.1,9.1,0.83,1.0164,1.15,0.04,1.3,4.5,2.8,7.4,False
20010418,6,4.1,13.9,0.72,1.0078,1.58,0.14,3.5,6.4,2.7,10.5,False
20010419,7,1.8,6.9,0.87,1.009,1.06,0.24,0.9,3.4,0.7,6.8,False
20010420,8,2.4,7.3,0.98,1.0086,0.74,1.47,0.0,1.6,0.3,2.8,False
20010421,8,1.9,6.0,0.98,1.004,0.74,0.53,0.0,1.4,0.2,2.8,False
20010422,8,2.8,8.0,0.96,1.0062,0.75,0.06,0.0,1.8,0.4,3.5,False
20010423,1,2.0,6.5,0.75,1.0047,2.6,0.0,10.1,6.4,-0.4,12.0,False
20010424,2,2.4,10.2,0.56,1.0125,2.84,0.0,11.9,11.5,4.3,18.5,True
20010425,6,3.2,19.6,0.62,1.0125,2.13,0.03,6.5,12.1,7.9,21.7,False
20010426,4,4.2,14.2,0.62,1.0204,2.11,0.03,6.3,9.7,7.4,13.6,False
20010427,5,1.9,7.3,0.51,1.0175,2.4,0.31,8.2,11.4,4.2,16.3,False
20010428,7,3.5,13.8,0.74,1.0147,1.66,0.04,3.4,11.9,8.4,15.6,False
20010429,4,2.0,8.0,0.64,1.0107,2.33,0.0,7.6,15.1,9.5,20.4,True
20010430,2,3.0,11.6,0.45,1.0083,2.88,0.0,11.6,18.1,9.0,26.3,True
20010501,5,2.2,7.4,0.36,1.0122,2.94,0.0,11.7,20.4,13.9,27.3,True
20010502,2,2.7,9.9,0.55,1.0124,3.17,0.0,13.7,20.0,11.6,26.9,True
20010503,4,2.4,13.2,0.48,1.0044,2.59,0.34,8.6,19.1,14.6,27.0,False
20010504,6,2.9,9.8,0.68,1.004,2.8,0.0,10.2,17.1,13.3,21.7,True
20010505,7,2.8,11.3,0.9,1.0044,1.22,2.32,0.8,13.1,8.5,19.1,False
20010506,8,2.3,6.1,0.98,1.0134,0.82,0.08,0.0,8.6,7.8,9.5,False
20010507,8,2.2,6.1,0.95,1.0186,0.82,0.0,0.0,10.3,8.2,13.0,False
20010508,8,2.1,5.5,0.92,1.022,1.0,0.0,0.2,10.9,8.5,14.1,False
20010509,4,3.6,12.8,0.76,1.0192,2.67,0.0,8.8,14.5,8.3,20.7,True
20010510,1,3.7,11.5,0.58,1.0171,3.25,0.0,13.5,15.5,9.7,21.4,True
20010511,3,2.2,8.8,0.59,1.0174,2.8,0.0,9.6,15.4,7.8,21.4,True
20010512,1,2.7,8.9,0.55,1.0177,3.37,0.0,14.4,15.7,10.4,21.0,True
20010513,3,3.0,8.3,0.49,1.0134,3.38,0.0,14.4,15.7,8.9,21.9,True
20010514,7,2.1,8.3,0.68,1.0084,2.41,1.51,6.6,16.5,10.1,24.1,False
20010515,7,2.2,12.1,0.84,1.0095,1.64,0.94,2.2,14.6,11.4,19.5,False
20010516,5,2.3,17.1,0.73,1.0114,2.97,0.05,10.6,16.7,10.7,23.2,False
20010517,7,3.3,11.7,0.78,1.0122,2.22,0.52,5.2,16.1,12.3,19.4,False
20010518,6,3.4,19.4,0.89,1.018,1.81,1.03,2.9,10.6,7.4,13.9,False
20010519,5,2.4,8.1,0.73,1.0238,2.4,0.0,6.3,11.6,7.8,16.7,False
20010520,2,3.2,9.0,0.69,1.0222,3.22,0.0,12.4,13.9,6.6,20.1,True
20010521,4,3.6,11.1,0.7,1.0175,3.14,0.0,11.7,15.8,8.9,21.8,True
20010522,3,3.8,10.9,0.68,1.0162,3.18,0.0,11.9,15.8,10.3,21.2,True
20010523,0,3.4,9.1,0.6,1.0198,3.5,0.0,14.6,16.3,9.7,22.6,True
20010524,1,1.9,7.8,0.62,1.018,3.41,0.0,13.8,18.3,10.5,24.6,True
20010525,5,2.5,7.5,0.72,1.0164,2.11,0.01,4.3,17.8,13.8,23.7,False
20010526,4,1.9,7.6,0.61,1.0196,3.42,0.0,13.7,18.2,11.8,24.5,True
20010527,5,2.6,11.3,0.55,1.0213,2.73,0.0,8.2,20.2,13.2,25.4,True
20010528,5,3.6,12.4,0.54,1.0216,2.6,0.0,7.3,21.8,17.8,26.5,True
20010529,5,4.5,14.5,0.52,1.0189,2.99,0.0,10.1,22.5,17.5,27.5,True
20010530,3,2.4,9.1,0.5,1.0156,3.44,0.0,13.7,20.7,15.8,26.6,True
20010531,7,3.0,21.8,0.74,1.0126,2.04,3.16,3.8,16.7,12.0,22.4,False
20010601,6,3.8,14.3,0.67,1.0193,1.9,0.0,4.0,12.3,9.7,15.4,False
20010602,8,4.3,13.7,0.77,1.0128,1.12,0.77,0.7,12.0,9.5,14.8,False
20010603,7,4.7,16.1,0.88,1.0156,1.71,0.15,3.0,7.8,5.7,11.4,False
20010604,7,4.8,13.9,0.66,1.0248,1.89,0.0,3.9,9.4,6.0,13.3,False
20010605,2,1.8,6.0,0.57,1.0211,3.45,0.38,14.3,13.9,6.5,20.5,False
20010606,8,3.7,12.3,0.84,1.0154,1.39,0.43,1.6,13.3,11.9,15.6,False
20010607,6,3.2,10.5,0.65,1.015,2.54,0.01,7.7,16.3,11.5,21.0,False
20010608,8,2.6,7.5,0.88,1.0134,1.1,1.18,0.6,14.2,12.7,17.3,False
20010609,8,2.1,7.8,0.98,1.0136,0.78,1.89,0.0,12.0,10.6,13.1,False
20010610,8,2.2,7.2,0.98,1.0117,0.78,2.75,0.0,12.6,10.4,14.1,False
20010611,6,4.1,17.7,0.89,1.0201,2.07,0.29,4.8,10.3,7.8,13.8,False
20010612,1,2.0,6.2,0.61,1.0212,3.6,0.0,15.3,13.7,7.2,20.3,True
20010613,4,2.1,11.5,0.65,1.0147,3.33,1.95,13.2,16.4,8.3,23.1,False
20010614,5,2.4,7.3,0.77,1.015,2.23,0.03,5.7,16.0,12.3,20.4,False
20010615,3,2.4,19.8,0.6,1.0125,3.37,0.28,13.5,19.5,12.5,26.4,False
20010616,8,2.5,16.4,0.9,1.0121,1.37,1.29,1.5,15.2,11.8,20.5,False
20010617,7,4.0,13.2,0.82,1.0122,2.06,0.8,4.7,14.2,11.5,19.8,False
20010618,8,4.8,14.0,0.91,1.0181,1.26,1.71,1.1,12.8,10.8,15.9,False
20010619,7,3.2,10.1,0.85,1.0248,1.43,0.07,1.7,12.0,8.6,16.1,False
20010620,2,1.3,5.5,0.7,1.0216,3.32,0.0,13.1,13.8,6.7,20.1,True
20010621,4,3.0,11.0,0.6,1.0137,3.22,0.0,12.3,18.0,10.7,23.8,True
20010622,3,4.6,15.3,0.6,1.0128,2.99,0.0,10.6,16.5,11.5,20.7,True
20010623,2,2.5,9.3,0.59,1.018,3.49,0.0,14.4,15.7,9.6,21.7,True
20010624,1,1.5,6.4,0.6,1.021,3.59,0.0,15.2,17.9,9.8,24.9,True
20010625,1,1.7,8.0,0.57,1.0221,3.55,0.0,14.9,19.8,12.1,26.2,True
20010626,2,2.2,7.9,0.57,1.0188,3.57,0.0,15.1,20.7,12.9,26.9,True
20010627,5,2.2,12.2,0.57,1.0129,3.1,0.04,11.5,22.2,12.5,30.7,False
20010628,8,2.7,9.0,0.9,1.0179,1.34,0.35,1.4,18.2,16.8,20.5,False
20010629,4,1.9,6.2,0.65,1.0217,3.35,0.0,13.4,20.3,15.6,25.8,True
20010630,4,1.7,20.1,0.63,1.0198,3.06,0.09,11.2,21.1,13.9,27.4,False
20010701,5,3.3,11.7,0.68,1.0243,2.56,0.0,7.8,18.0,15.2,22.1,True
20010702,2,2.4,8.6,0.59,1.0247,3.12,0.0,11.7,18.8,14.7,23.9,True
20010703,1,3.2,9.6,0.55,1.0194,3.57,0.0,15.2,17.6,12.7,22.6,True
20010704,1,3.7,10.0,0.57,1.0128,3.54,0.0,15.0,18.5,10.5,25.1,True
20010705,2,3.1,8.8,0.55,1.0125,3.47,0.0,14.5,20.4,12.1,27.1,True
20010706,3,3.0,9.6,0.52,1.0084,3.32,0.0,13.3,23.5,14.5,31.2,True
20010707,3,4.1,23.4,0.69,1.0093,2.7,0.38,8.8,19.7,14.2,29.1,False
20010708,7,5.0,14.2,0.69,1.0135,1.99,0.85,4.5,18.7,15.2,23.9,False
20010709,4,2.9,10.4,0.71,1.0156,2.76,0.0,9.3,18.2,14.6,23.1,True
20010710,3,1.8,8.6,0.58,1.0128,3.38,0.02,13.9,21.1,12.9,27.0,False
20010711,7,3.3,9.2,0.79,1.0154,1.15,0.29,0.8,17.3,14.8,20.5,False
20010712,5,2.4,10.5,0.57,1.0154,2.78,0.03,9.5,18.8,12.2,24.6,False
