DATE,PERPIGNAN_wind_speed,PERPIGNAN_humidity,PERPIGNAN_pressure,PERPIGNAN_global_radiation,PERPIGNAN_precipitation,PERPIGNAN_temp_mean,PERPIGNAN_temp_min,PERPIGNAN_temp_max,PERPIGNAN_picnic_weather
20001218,2.1,0.84,1.0204,0.87,0.0,8.3,2.9,13.7,False
20001219,2.4,0.92,1.018,0.25,0.0,8.2,4.0,12.4,False
20001220,2.9,0.82,1.0138,0.88,2.64,11.2,6.3,16.0,False
20001221,7.4,0.88,1.0138,0.26,0.32,13.0,11.6,14.4,False
20001222,10.4,0.89,1.0105,0.12,3.28,12.8,12.1,13.4,False
20001223,7.4,0.91,1.0073,0.11,3.68,11.2,9.8,12.6,False
20001224,7.0,0.79,0.9973,0.26,0.08,12.2,10.1,14.4,False
20001225,1.8,0.76,0.9954,0.61,0.0,11.2,6.6,15.7,False
20001226,1.5,0.9,0.9905,0.69,0.02,8.4,3.4,13.5,False
20001227,3.9,0.72,0.9924,0.51,0.0,10.3,5.7,14.9,False
20001228,3.8,0.69,0.9996,0.52,0.06,9.0,7.8,10.3,False
20001229,6.9,0.69,1.0035,0.84,0.02,8.0,4.0,12.1,False
20001230,7.5,0.76,1.0039,0.2,0.42,6.0,4.5,7.5,False
20001231,6.3,0.44,1.0154,0.97,0.0,7.8,3.5,12.2,False
20010101,2.2,0.83,1.0068,0.66,0.0,6.8,1.1,12.5,False
20010102,2.6,0.8,1.0059,0.77,0.12,10.5,4.3,16.6,False
20010103,2.9,0.78,1.0136,0.84,0.0,10.2,5.7,14.7,False
20010104,4.4,0.74,1.0121,0.84,0.18,11.3,6.6,16.0,False
20010105,2.2,0.92,1.0054,0.31,0.04,7.4,2.8,12.0,False
20010106,3.9,0.78,1.0076,0.1,0.0,10.2,7.9,12.4,False
20010107,4.1,0.65,1.0146,0.42,0.0,10.2,8.1,12.2,False
20010108,6.9,0.56,1.0171,0.84,0.0,8.2,6.1,10.3,False
20010109,2.9,0.72,1.014,0.47,0.0,4.6,-1.2,10.4,False
20010110,1.6,0.88,1.0135,0.69,0.02,7.2,1.1,13.4,False
20010111,3.4,0.83,1.011,0.45,0.0,10.2,3.5,16.8,False
20010112,4.0,0.93,1.0123,0.14,1.48,12.4,11.1,13.6,False
20010113,3.0,0.89,1.0159,0.34,0.9,11.8,10.4,13.1,False
20010114,1.9,0.88,1.0189,0.27,0.3,9.2,7.9,10.5,False
20010115,3.0,0.91,1.0192,0.21,1.4,7.6,5.7,9.5,False
20010116,2.8,0.9,1.0178,0.38,2.26,8.3,6.7,9.9,False
20010117,1.2,0.87,1.0203,0.58,0.02,6.2,3.6,8.8,False
20010118,1.4,0.88,1.015,0.72,0.02,5.8,0.7,10.8,False
20010119,4.2,0.82,1.0194,0.17,0.1,7.3,4.3,10.3,False
20010120,4.5,0.7,1.0242,0.95,0.0,9.1,4.5,13.7,False
20010121,2.1,0.81,1.0232,0.94,0.02,10.4,6.9,13.9,False
20010122,1.2,0.9,1.0139,0.43,0.02,7.9,5.1,10.7,False
20010123,1.6,0.94,1.0121,0.52,0.0,8.4,4.8,12.0,False
20010124,2.6,0.83,1.0094,0.56,0.0,11.4,7.2,15.7,False
20010125,2.5,0.77,1.0102,0.67,0.0,10.6,7.8,13.5,False
20010126,2.9,0.72,1.0088,0.98,0.0,9.0,4.1,14.0,False
20010127,6.0,0.69,1.0084,1.1,0.0,10.6,7.5,13.7,False
20010128,5.1,0.81,0.9961,0.26,1.04,5.7,1.9,9.5,False
20010129,11.1,0.65,1.0109,0.83,0.02,7.2,5.4,8.9,False
20010130,13.2,0.48,1.0173,1.25,0.0,8.2,6.0,10.5,False
20010131,9.0,0.66,1.0164,0.56,0.14,10.2,7.9,12.6,False
20010201,8.4,0.58,1.0222,1.3,0.0,8.8,7.1,10.5,False
20010202,4.6,0.44,1.0226,1.06,0.0,9.4,4.7,14.1,False
20010203,3.9,0.64,1.019,1.14,0.0,11.8,5.3,18.2,True
20010204,2.9,0.8,1.0137,1.27,0.0,10.1,5.2,15.0,False
20010205,2.5,0.78,1.0147,1.25,0.0,10.0,3.3,16.7,False
20010206,1.8,0.9,1.0121,0.22,0.02,10.3,8.2,12.4,False
20010207,6.4,0.59,1.0057,1.05,0.0,13.4,5.7,21.1,True
20010208,4.8,0.64,1.0062,1.2,0.0,11.9,5.8,18.0,True
20010209,6.4,0.53,1.0218,1.24,0.0,10.6,8.6,12.6,False
20010210,5.4,0.49,1.0307,1.45,0.0,12.8,6.9,18.8,True
20010211,2.4,0.72,1.0363,1.42,0.0,14.2,11.2,17.2,False
20010212,2.1,0.8,1.0318,1.36,0.0,10.0,3.3,16.8,False
20010213,9.2,0.63,1.0231,1.3,0.28,11.2,8.1,14.3,False
20010214,4.0,0.84,1.0221,0.13,0.72,9.3,7.6,11.0,False
20010215,1.6,0.7,1.0284,1.43,0.0,10.4,4.6,16.1,False
20010216,4.6,0.6,1.0295,1.47,0.0,12.2,7.6,16.7,False
20010217,9.8,0.54,1.0284,1.56,0.0,9.8,7.2,12.3,False
20010218,6.5,0.57,1.0299,0.61,0.0,8.0,5.9,10.2,False
20010219,7.9,0.52,1.0298,1.63,0.0,11.5,7.8,15.1,False
20010220,10.2,0.42,1.0267,1.69,0.0,12.2,7.8,16.5,False
20010221,10.0,0.4,1.0248,1.62,0.0,12.9,8.1,17.7,False
20010222,11.0,0.33,1.0173,1.63,0.0,15.0,10.0,20.0,True
20010223,8.6,0.6,1.0097,1.7,0.0,11.4,8.5,14.4,False
20010224,7.8,0.51,1.0066,1.65,0.0,9.8,8.5,11.0,False
20010225,10.1,0.41,1.0105,1.5,0.0,6.8,4.2,9.4,False
20010226,5.6,0.44,1.0102,1.83,0.0,6.2,1.8,10.7,False
20010227,2.6,0.62,0.9966,0.76,0.0,4.8,-0.9,10.5,False
20010228,5.1,0.62,0.9983,0.73,0.0,6.4,1.9,10.9,False
20010301,3.6,0.58,1.0034,1.59,0.0,7.4,2.3,12.6,False
20010302,2.8,0.84,0.9898,0.61,0.0,8.7,3.0,14.4,False
20010303,3.0,0.81,0.9932,1.47,0.0,12.3,6.4,18.2,True
20010304,3.2,0.85,1.0004,0.92,0.02,10.2,6.1,14.4,False
20010305,1.9,0.81,1.0123,1.5,0.0,13.7,9.4,18.0,True
20010306,2.4,0.88,1.0154,0.4,0.0,11.2,8.7,13.6,False
20010307,2.8,0.97,1.0123,0.24,0.92,12.7,12.0,13.4,False
20010308,2.8,0.78,1.007,1.28,0.36,15.6,11.6,19.5,False
20010309,1.8,0.74,1.012,1.37,0.0,12.9,7.3,18.5,True
20010310,3.4,0.78,1.0148,0.76,0.14,15.6,10.5,20.7,False
20010311,3.1,0.83,1.0156,1.7,0.02,15.0,9.8,20.1,False
20010312,4.4,0.8,1.0124,0.73,0.86,13.4,9.0,17.9,False
20010313,8.1,0.48,1.0174,2.13,0.0,13.2,9.3,17.1,False
20010314,4.6,0.58,1.0181,1.9,0.0,16.4,12.3,20.4,True
20010315,3.1,0.78,1.0145,2.05,0.0,13.4,8.9,17.8,False
20010316,4.4,0.87,1.0082,1.05,0.02,11.4,7.7,15.0,False
20010317,5.1,0.66,1.0057,1.72,0.02,13.5,8.3,18.7,False
20010318,2.1,0.72,1.0091,1.9,0.0,11.9,7.2,16.6,False
20010319,2.6,0.67,1.0144,2.12,0.0,13.3,7.8,18.8,True
20010320,1.8,0.82,1.0125,1.65,0.0,15.3,10.8,19.8,True
20010321,1.6,0.86,1.0074,1.51,0.02,14.7,11.2,18.2,False
20010322,4.0,0.7,1.0101,2.07,0.0,16.2,9.3,23.0,True
20010323,1.9,0.8,1.0085,1.87,0.0,15.8,11.8,19.7,True
20010324,3.4,0.87,1.0012,1.63,0.0,14.4,10.5,18.2,True
20010325,4.0,0.68,1.0037,1.4,0.36,15.0,10.2,19.9,False
20010326,3.1,0.71,1.006,2.07,0.0,12.1,6.2,18.0,True
20010327,3.2,0.65,1.0102,1.42,0.02,15.4,11.6,19.3,False
20010328,1.9,0.72,1.0104,1.96,0.0,14.4,9.8,19.0,True
20010329,9.5,0.63,1.0081,1.39,0.06,11.8,8.4,15.3,False
20010330,9.9,0.53,1.0151,2.03,0.0,11.7,8.1,15.3,False
20010331,8.0,0.42,1.0207,2.64,0.0,16.2,11.2,21.3,True
20010401,2.8,0.69,1.0216,2.56,0.02,12.8,7.0,18.5,False
20010402,4.5,0.77,1.0189,2.53,0.0,13.6,8.0,19.3,True
20010403,3.5,0.73,1.0192,1.8,0.0,15.8,12.4,19.2,True
20010404,3.8,0.7,1.017,1.75,0.0,14.0,7.5,20.4,True
20010405,4.2,0.53,1.0204,2.49,0.0,15.8,10.3,21.4,True
20010406,7.2,0.64,1.016,2.02,0.04,19.3,14.0,24.6,False
20010407,10.2,0.56,1.0117,2.33,0.08,14.2,11.3,17.1,False
20010408,13.8,0.53,1.0189,2.66,0.0,13.0,10.3,15.7,False
20010409,8.2,0.44,1.0234,2.14,0.0,15.8,10.8,20.9,True
20010410,11.1,0.5,1.0191,2.05,0.0,16.4,12.8,19.9,True
20010411,11.6,0.59,1.0188,2.48,0.3,12.0,8.5,15.4,False
20010412,12.0,0.46,1.0213,2.83,0.0,13.8,10.8,16.8,False
20010413,9.8,0.42,1.0191,1.66,0.0,13.1,10.9,15.3,False
20010414,9.6,0.38,1.0201,2.95,0.0,13.0,8.9,17.0,False
20010415,6.9,0.36,1.0183,2.86,0.0,14.5,8.6,20.4,True
20010416,9.0,0.5,1.0147,2.66,0.0,15.6,11.5,19.8,True
20010417,6.5,0.39,1.0144,2.99,0.0,14.3,10.3,18.3,True
20010418,7.1,0.41,1.0116,2.64,0.0,12.6,8.2,17.1,False
20010419,5.0,0.57,1.0093,1.24,0.34,13.9,10.2,17.6,False
20010420,8.0,0.44,1.0101,2.68,0.0,10.1,7.0,13.2,False
20010421,9.5,0.64,1.0096,1.82,0.18,8.2,5.1,11.3,False
20010422,5.4,0.58,1.0062,1.95,0.26,11.6,7.0,16.2,False
20010423,7.6,0.6,1.0053,2.72,0.0,14.7,8.5,20.9,True
20010424,3.5,0.84,1.0105,1.01,0.0,13.2,9.9,16.4,False
20010425,5.1,0.52,1.0172,1.26,0.0,15.4,11.6,19.2,True
20010426,3.8,0.5,1.0209,3.06,0.0,15.6,11.3,19.9,True
20010427,4.2,0.6,1.0174,2.8,0.0,14.0,7.9,20.1,True
20010428,3.8,0.46,1.0164,3.12,0.0,18.5,12.5,24.5,True
20010429,6.6,0.56,1.0069,1.98,0.0,17.6,10.0,25.3,True
20010430,4.8,0.82,1.0058,0.57,1.42,11.4,6.9,15.9,False
20010501,2.5,0.74,1.0154,2.16,0.22,10.6,5.4,15.9,False
20010502,4.4,0.8,1.0117,1.28,0.0,13.0,9.5,16.4,False
20010503,2.4,0.72,1.0093,2.13,0.06,11.9,7.3,16.5,False
20010504,5.1,0.62,1.0061,1.76,0.0,13.8,9.6,17.9,False
20010505,6.8,0.63,1.0089,0.84,0.0,13.4,12.2,14.7,False
20010506,11.2,0.61,1.0125,1.33,0.0,11.8,9.4,14.3,False
20010507,7.5,0.55,1.0169,2.25,0.0,15.0,11.7,18.3,True
20010508,3.9,0.57,1.0185,3.16,0.0,16.0,10.2,21.9,True
20010509,3.6,0.72,1.0151,2.18,0.0,14.6,9.2,19.9,True
20010510,1.8,0.8,1.0138,1.14,0.18,16.8,12.9,20.8,False
20010511,6.9,0.6,1.0146,2.38,0.0,20.6,15.5,25.7,True
20010512,2.9,0.62,1.0133,3.21,0.0,18.8,13.4,24.1,True
20010513,2.8,0.77,1.0114,2.59,0.0,18.0,12.0,23.9,True
20010514,3.4,0.79,1.007,2.29,0.0,18.5,13.4,23.6,True
20010515,2.6,0.7,1.0085,3.25,0.0,18.2,12.2,24.3,True
20010516,3.1,0.76,1.0114,2.63,0.0,19.0,14.3,23.6,True
20010517,2.5,0.78,1.0145,1.17,0.12,19.1,15.7,22.5,False
20010518,7.6,0.48,1.0187,3.35,0.0,17.4,13.6,21.1,True
20010519,5.6,0.36,1.0172,3.45,0.0,19.8,14.3,25.3,True
20010520,3.9,0.47,1.0159,1.8,0.0,21.6,17.1,26.0,True
20010521,2.4,0.67,1.0139,1.48,0.0,20.0,16.4,23.7,True
20010522,1.2,0.75,1.0138,1.56,0.2,19.7,15.7,23.7,False
20010523,3.0,0.72,1.0183,1.82,0.14,20.2,14.9,25.6,False
20010524,5.4,0.57,1.0193,3.04,0.0,20.6,15.6,25.5,True
20010525,10.2,0.54,1.0172,3.35,0.0,21.8,17.9,25.8,True
20010526,5.9,0.51,1.0188,3.31,0.0,24.8,19.8,29.9,True
20010527,2.6,0.59,1.0222,3.23,0.0,23.0,17.4,28.6,True
20010528,2.5,0.48,1.0223,3.35,0.0,24.2,17.0,31.4,True
20010529,3.5,0.41,1.0188,3.45,0.0,27.2,20.0,34.4,True
20010530,2.2,0.53,1.0146,3.12,0.0,25.0,18.5,31.4,True
20010531,8.2,0.51,1.0149,3.16,0.0,27.2,23.0,31.5,True
20010601,6.9,0.39,1.0177,3.45,0.0,23.9,20.7,27.1,True
20010602,6.8,0.36,1.0159,3.45,0.0,23.2,18.6,27.9,True
20010603,8.9,0.47,1.0177,3.44,0.0,21.1,17.9,24.3,True
20010604,2.0,0.45,1.0218,3.41,0.0,17.6,10.2,24.9,True
20010605,2.8,0.59,1.0193,3.17,0.16,19.4,14.5,24.2,False
20010606,6.5,0.51,1.0186,2.72,0.0,21.4,16.9,26.0,True
20010607,2.0,0.58,1.0156,3.4,0.0,22.3,16.8,27.8,True
20010608,3.5,0.72,1.0101,3.15,0.0,21.8,15.7,27.8,True
20010609,2.9,0.79,1.0093,0.98,0.14,21.0,18.9,23.0,False
20010610,4.2,0.74,1.0133,0.96,0.56,19.5,17.1,21.9,False
20010611,7.2,0.43,1.0212,3.63,0.0,19.2,14.3,24.2,True
20010612,2.4,0.54,1.0179,3.5,0.0,18.6,12.6,24.6,True
20010613,3.1,0.5,1.015,2.78,0.0,21.6,15.5,27.8,True
20010614,2.5,0.66,1.0139,3.31,0.0,22.8,18.4,27.1,True
20010615,4.9,0.77,1.011,2.88,0.0,22.7,17.2,28.1,True
20010616,8.5,0.5,1.0137,2.58,0.0,22.8,19.7,25.9,True
20010617,9.8,0.4,1.0195,3.39,0.0,20.3,16.6,24.0,True
20010618,10.4,0.44,1.0229,3.35,0.0,19.7,15.3,24.1,True
20010619,7.0,0.29,1.019,3.59,0.0,24.0,17.4,30.5,True
20010620,2.8,0.34,1.0163,3.59,0.0,21.4,13.4,29.5,True
20010621,2.9,0.34,1.0134,3.58,0.0,25.5,15.1,35.9,True
20010622,3.2,0.35,1.0125,3.46,0.0,27.0,19.7,34.3,True
20010623,2.9,0.43,1.0142,2.92,0.0,26.2,19.7,32.8,True
20010624,2.8,0.53,1.0171,3.24,0.0,26.4,22.1,30.6,True
20010625,2.6,0.74,1.0174,2.92,0.0,24.3,19.3,29.4,True
20010626,2.0,0.76,1.0158,3.2,0.0,23.2,19.2,27.3,True
20010627,7.4,0.68,1.015,2.03,0.14,22.6,19.4,25.9,False
20010628,8.9,0.44,1.0194,3.59,0.0,23.0,18.1,27.8,True
20010629,3.8,0.36,1.0194,3.56,0.0,25.1,18.9,31.3,True
20010630,4.1,0.35,1.0208,3.46,0.0,27.2,19.5,34.8,True
20010701,6.5,0.39,1.0219,3.31,0.0,27.6,22.8,32.3,True
20010702,2.6,0.44,1.0193,3.5,0.0,25.6,20.1,31.0,True
20010703,2.5,0.64,1.0143,2.56,0.0,23.7,19.2,28.1,True
20010704,4.9,0.74,1.0075,1.92,0.0,24.0,21.4,26.7,True
20010705,7.8,0.82,1.0065,2.73,0.0,24.2,21.1,27.4,True
20010706,4.0,0.69,1.0086,2.61,0.2,23.9,19.3,28.5,False
20010707,4.2,0.46,1.0163,2.14,0.0,22.5,18.0,27.0,True
20010708,2.9,0.57,1.0162,2.66,0.0,21.8,15.6,28.0,True
20010709,1.2,0.66,1.0147,1.59,0.0,22.7,18.7,26.6,True
20010710,5.8,0.48,1.0153,2.87,0.0,25.3,19.2,31.4,True
20010711,6.0,0.52,1.0196,1.97,0.0,23.3,19.9,26.7,True
20010712,4.2,0.5,1.0176,3.32,0.0,24.5,18.5,30.5,True
20010713,2.9,0.6,1.0134,2.62,0.0,25.2,21.3,29.2,True
20010714,4.5,0.74,1.0096,2.36,1.88,24.8,19.2,30.4,False
20010715,5.0,0.63,1.0152,2.02,0.54,18.2,14.1,22.4,False
20010716,3.0,0.53,1.0145,2.22,0.0,20.8,15.7,25.8,True
20010717,2.2,0.6,1.0112,2.65,0.0,20.7,14.7,26.7,True
20010718,4.5,0.51,1.0104,1.07,0.0,20.4,18.1,22.6,True
20010719,7.4,0.61,1.011,1.27,0.12,18.6,14.9,22.2,False
20010720,8.1,0.5,1.0193,2.94,0.0,20.5,16.3,24.7,True
20010721,2.2,0.52,1.0183,3.42,0.0,20.4,13.1,27.7,True
20010722,2.4,0.67,1.016,3.29,0.0,21.4,15.4,27.4,True
20010723,3.0,0.57,1.0133,3.08,0.0,24.7,18.4,31.0,True
20010724,4.8,0.46,1.0119,2.72,0.0,28.4,23.6,33.1,True
20010725,3.0,0.45,1.0132,3.19,0.0,26.6,21.3,32.0,True
20010726,3.0,0.5,1.014,2.48,0.0,28.2,23.1,33.2,True
20010727,1.8,0.59,1.0142,2.66,0.0,26.2,20.6,31.8,True
20010728,3.8,0.59,1.0173,2.35,0.0,28.1,23.8,32.4,True
20010729,4.1,0.49,1.0187,2.82,0.0,29.0,23.4,34.7,True
20010730,3.2,0.46,1.0198,3.07,0.0,29.8,23.3,36.4,True
20010731,2.0,0.47,1.0201,2.9,0.0,29.0,22.7,35.3,True
20010801,3.0,0.48,1.0166,2.76,0.0,28.8,23.5,34.1,True
20010802,4.9,0.72,1.0131,2.07,0.0,27.0,23.7,30.3,True
20010803,6.5,0.56,1.0154,2.45,0.0,24.7,22.3,27.1,True
20010804,6.0,0.52,1.0201,2.25,0.0,25.2,21.5,29.0,True
20010805,4.8,0.45,1.0219,3.16,0.0,24.0,19.0,29.0,True
20010806,6.4,0.49,1.0205,3.01,0.0,25.7,20.7,30.7,True
20010807,3.6,0.58,1.0153,2.95,0.0,25.5,20.4,30.6,True
20010808,4.8,0.53,1.0145,1.5,0.0,25.7,23.8,27.6,True
20010809,5.1,0.54,1.0169,1.18,0.0,24.3,21.8,26.9,True
20010810,6.1,0.45,1.0226,3.06,0.0,22.8,19.1,26.4,True
20010811,5.4,0.31,1.0224,3.23,0.0,24.0,17.0,31.1,True
20010812,2.5,0.41,1.0194,3.06,0.0,21.4,14.1,28.8,True
20010813,2.9,0.44,1.0153,2.95,0.0,24.2,18.6,29.8,True
20010814,3.4,0.72,1.0146,2.4,0.0,24.0,19.4,28.6,True
20010815,2.9,0.77,1.0157,1.93,0.0,26.0,21.6,30.5,True
20010816,3.1,0.66,1.0171,1.72,0.0,25.3,21.7,28.9,True
20010817,5.1,0.55,1.014,2.64,0.0,25.7,21.3,30.1,True
20010818,2.9,0.7,1.0104,1.94,0.08,23.8,17.8,29.9,False
20010819,2.6,0.8,1.0107,1.69,0.0,22.2,19.0,25.4,True
20010820,5.6,0.56,1.0153,2.47,0.0,24.4,19.6,29.1,True
20010821,2.8,0.56,1.0157,2.89,0.0,22.9,16.5,29.3,True
20010822,4.5,0.34,1.0168,2.92,0.0,28.0,21.1,35.0,True
20010823,2.9,0.46,1.0162,2.79,0.0,25.8,18.5,33.1,True
20010824,2.8,0.65,1.0154,2.71,0.0,24.8,18.7,30.8,True
20010825,3.2,0.84,1.0158,2.05,0.0,24.3,20.1,28.5,True
20010826,2.5,0.83,1.0164,1.93,0.0,25.1,21.8,28.4,True
20010827,2.1,0.72,1.0148,2.16,0.0,27.4,22.7,32.1,True
20010828,2.5,0.72,1.011,2.6,0.0,26.0,20.8,31.3,True
20010829,6.6,0.56,1.0101,2.48,0.0,26.2,21.3,31.0,True
20010830,6.9,0.49,1.013,2.16,0.0,25.8,22.0,29.5,True
20010831,9.4,0.43,1.0144,2.58,0.0,23.8,19.9,27.6,True
20010901,6.8,0.44,1.0172,1.77,0.0,21.4,17.7,25.0,True
20010902,4.4,0.42,1.0161,2.73,0.0,22.5,16.6,28.4,True
20010903,2.5,0.67,1.0149,2.56,0.22,19.8,14.1,25.5,False
20010904,7.9,0.54,1.0163,1.46,0.0,22.0,18.6,25.4,True
20010905,5.2,0.43,1.0183,2.71,0.0,20.8,15.9,25.8,True
20010906,8.6,0.37,1.0155,2.64,0.0,21.9,16.2,27.6,True
20010907,9.0,0.48,1.0176,2.46,0.0,22.6,18.5,26.6,True
20010908,8.1,0.49,1.0177,2.36,0.0,23.4,19.7,27.0,True
20010909,9.2,0.48,1.0142,2.56,0.0,22.8,19.1,26.6,True
20010910,5.9,0.38,1.0169,2.61,0.0,19.5,15.5,23.5,True
20010911,4.4,0.33,1.0184,2.59,0.0,18.2,11.6,24.8,True
20010912,3.2,0.4,1.0187,2.53,0.0,19.4,11.4,27.5,True
20010913,3.1,0.53,1.0155,2.44,0.0,19.5,11.7,27.3,True
20010914,7.5,0.55,1.0124,2.12,0.06,19.4,16.3,22.5,False
20010915,6.0,0.45,1.0175,2.42,0.0,20.1,15.7,24.5,True
20010916,9.4,0.46,1.017,2.49,0.0,20.8,17.5,24.1,True
20010917,7.1,0.46,1.0149,1.65,0.0,18.0,14.8,21.3,True
20010918,4.5,0.44,1.0153,2.09,0.0,16.8,11.7,21.8,True
20010919,2.9,0.63,1.0166,1.93,0.0,16.2,11.5,21.0,True
20010920,3.1,0.8,1.0161,1.58,0.0,18.0,12.1,23.9,True
20010921,2.1,0.87,1.0142,1.08,0.02,18.6,14.7,22.6,False
20010922,5.0,0.9,1.0065,1.0,0.98,20.4,16.8,24.0,False
20010923,3.0,0.82,1.0019,1.54,0.32,20.0,16.0,24.1,False
20010924,5.1,0.57,1.0117,0.46,0.0,18.8,16.7,20.8,True
20010925,4.6,0.51,1.0189,1.63,0.0,18.6,14.3,23.0,True
20010926,2.5,0.65,1.0203,2.16,0.0,17.3,10.9,23.8,True
20010927,2.2,0.82,1.0176,1.14,0.0,17.2,13.4,20.9,True
20010928,5.6,0.85,1.0151,1.28,0.28,19.0,14.8,23.2,False
20010929,2.5,0.9,1.0134,0.88,0.76,20.3,17.0,23.6,False
20010930,2.0,0.84,1.0168,1.5,0.0,18.7,16.2,21.1,True
20011001,2.9,0.9,1.0183,0.84,0.02,19.8,17.8,21.8,False
20011002,5.0,0.75,1.0147,1.91,0.0,23.4,17.7,29.0,True
20011003,3.9,0.87,1.0155,0.86,0.0,20.4,18.5,22.3,True
20011004,3.0,0.63,1.016,1.83,0.0,19.2,15.4,23.1,True
20011005,2.9,0.84,1.0117,0.81,0.02,16.9,12.8,21.0,False
20011006,2.1,0.94,1.0109,0.45,0.04,19.0,17.4,20.7,False
20011007,3.2,0.64,1.0107,1.62,0.0,21.5,17.8,25.2,True
20011008,3.0,0.69,1.0129,1.72,0.0,17.8,12.8,22.9,True
20011009,2.6,0.69,1.0149,1.29,0.0,16.6,10.8,22.3,True
20011010,1.8,0.66,1.0254,1.05,0.0,18.8,15.3,22.2,True
20011011,2.1,0.81,1.0283,1.47,0.0,17.2,12.5,22.0,True
20011012,2.6,0.88,1.0251,1.05,0.0,18.9,16.1,21.7,True
20011013,1.6,0.9,1.0223,0.66,0.0,18.8,17.2,20.4,True
20011014,2.2,0.83,1.0186,1.58,0.0,18.8,14.0,23.5,True
20011015,2.4,0.8,1.0186,0.73,0.0,18.8,15.6,21.9,True
20011016,2.8,0.61,1.0224,1.63,0.0,20.9,16.6,25.2,True
20011017,5.0,0.74,1.0168,1.34,0.46,19.0,11.7,26.4,False
20011018,2.0,0.84,1.0121,1.25,0.52,19.4,16.2,22.6,False
20011019,5.5,0.8,1.0083,1.52,1.92,20.2,15.1,25.2,False
20011020,5.4,0.68,1.0028,1.2,0.0,20.2,15.9,24.6,True
20011021,1.9,0.67,1.0115,1.63,0.0,16.9,11.1,22.7,True
20011022,2.6,0.79,1.0152,1.54,0.0,15.8,10.1,21.4,True
20011023,2.8,0.73,1.0204,0.89,0.02,18.6,14.2,22.9,False
20011024,4.1,0.57,1.0277,1.56,0.0,17.8,12.6,23.1,True
20011025,2.1,0.74,1.0274,1.52,0.0,16.2,9.5,23.0,True
20011026,1.8,0.88,1.0219,0.68,0.02,14.0,9.0,19.1,False
20011027,2.0,0.85,1.0208,1.24,0.02,16.4,10.3,22.4,False
20011028,2.0,0.88,1.0245,1.32,0.02,16.5,11.0,22.0,False
20011029,2.1,0.81,1.0261,1.33,0.0,18.4,12.0,24.8,True
20011030,2.1,0.76,1.025,1.42,0.02,18.4,11.0,25.8,False
20011031,2.9,0.77,1.0261,0.76,0.0,18.8,16.2,21.4,True
20011101,10.0,0.41,1.0278,1.39,0.0,15.4,12.8,18.1,True
20011102,2.5,0.53,1.0306,1.25,0.0,14.7,10.4,19.0,True
20011103,1.5,0.79,1.0285,1.23,0.0,11.8,6.6,17.1,False
20011104,1.9,0.79,1.0223,1.17,0.0,11.8,5.5,18.2,True
20011105,5.5,0.59,1.02,0.75,0.0,14.6,10.5,18.8,True
20011106,7.1,0.56,1.0226,1.24,0.0,13.3,11.2,15.4,False
20011107,5.9,0.51,1.0213,1.11,0.0,15.7,11.2,20.2,True
20011108,8.5,0.52,1.0117,1.29,0.06,17.8,15.0,20.6,False
20011109,10.2,0.55,1.0116,1.3,0.0,8.0,6.2,9.7,False
20011110,10.8,0.47,1.017,0.75,0.0,6.0,4.1,7.8,False
20011111,13.8,0.62,1.0108,0.14,0.72,6.2,4.5,7.8,False
20011112,12.5,0.42,1.0106,0.94,0.0,8.5,4.7,12.3,False
20011113,10.2,0.64,1.0091,1.09,0.18,12.7,9.1,16.2,False
20011114,11.5,0.59,1.0171,0.74,0.0,7.4,6.1,8.6,False
20011115,6.6,0.81,1.0235,0.12,4.06,5.5,3.8,7.2,False
20011116,3.4,0.92,1.0274,0.3,0.94,9.8,5.0,14.5,False
20011117,3.8,0.94,1.0255,0.18,1.88,10.3,8.9,11.7,False
20011118,3.2,0.8,1.019,0.88,0.0,12.0,8.9,15.0,False
20011119,6.8,0.62,1.0179,0.48,0.0,11.6,9.7,13.6,False
20011120,5.6,0.67,1.0252,1.1,0.02,9.5,7.1,11.9,False
20011121,2.6,0.77,1.0302,1.08,0.0,6.6,0.9,12.4,False
20011122,6.2,0.62,1.0257,1.11,0.0,6.3,-0.1,12.7,False
20011123,9.0,0.54,1.0221,0.73,0.0,9.5,6.3,12.7,False
20011124,10.4,0.49,1.0231,1.06,0.0,10.0,7.2,12.8,False
20011125,9.2,0.63,1.019,1.06,0.0,11.8,9.2,14.4,False
20011126,3.0,0.63,1.0136,0.85,0.0,11.8,8.7,14.8,False
20011127,8.8,0.52,1.0164,0.69,0.0,9.6,7.1,12.0,False
20011128,5.5,0.5,1.0225,0.56,0.0,10.4,5.7,15.2,False
20011129,6.8,0.56,1.0246,1.03,0.0,12.8,10.5,15.0,False
20011130,6.0,0.63,1.0202,0.35,0.0,13.4,10.1,16.6,False
20011201,2.2,0.72,1.0205,0.96,0.0,12.8,7.9,17.8,False
20011202,2.4,0.87,1.0221,0.48,0.02,9.6,5.1,14.0,False
20011203,1.9,0.85,1.0239,0.81,0.02,11.2,5.4,17.0,False
20011204,3.4,0.63,1.0248,0.78,0.0,10.8,4.6,17.0,False
20011205,5.0,0.57,1.0267,0.9,0.0,16.5,13.8,19.2,True
20011206,7.1,0.58,1.0256,0.95,0.0,16.5,14.2,18.8,True
20011207,3.0,0.63,1.0252,0.96,0.0,10.2,6.8,13.7,False
20011208,2.6,0.76,1.0281,0.79,0.0,10.3,5.8,14.8,False
